pass	compression	q	error	size
22	10	0.010	-0.000164738	1252
22	10	0.100	-0.000274369	1252
22	10	0.500	0.004420487	1252
22	20	0.001	-0.000041799	2164
22	20	0.010	-0.000479179	2164
22	20	0.100	-0.004286934	2164
22	20	0.500	-0.001070676	2164
22	50	0.001	-0.000016316	5560
22	50	0.010	-0.000024003	5560
22	50	0.100	0.000146012	5560
22	50	0.500	-0.001374390	5560
22	100	0.001	-0.000016245	10636
22	100	0.010	-0.000060754	10636
22	100	0.100	0.000079855	10636
22	100	0.500	0.000682582	10636
22	200	0.001	0.000001032	19288
22	200	0.010	0.000026163	19288
22	200	0.100	-0.000038875	19288
22	200	0.500	0.000810806	19288
22	500	0.001	0.000001032	43072
22	500	0.010	-0.000025788	43072
22	500	0.100	-0.000010307	43072
22	500	0.500	-0.000447526	43072
22	1000	0.001	0.000001032	92632
22	1000	0.010	-0.000001069	92632
22	1000	0.100	0.000002679	92632
22	1000	0.500	-0.000003724	92632
23	2	0.001	-0.000020689	412
23	2	0.010	-0.000256654	412
23	2	0.100	-0.009757163	412
23	2	0.500	-0.008856881	412
23	5	0.001	0.000058091	760
23	5	0.010	-0.000632053	760
23	5	0.100	-0.005684535	760
23	5	0.500	-0.012278951	760
23	10	0.001	0.000124139	1264
23	10	0.010	0.001554862	1264
23	10	0.100	-0.001974909	1264
23	10	0.500	-0.022688658	1264
23	20	0.001	-0.000031116	2260
23	20	0.010	0.000018472	2260
23	20	0.100	0.004455222	2260
23	20	0.500	0.000627999	2260
23	50	0.001	0.000029004	5464
23	50	0.010	-0.000023446	5464
23	50	0.100	-0.000790196	5464
23	50	0.500	0.004017762	5464
23	100	0.001	-0.000002086	10552
23	100	0.010	0.000201690	10552
23	100	0.100	-0.000176468	10552
23	100	0.500	0.000192963	10552
23	200	0.001	0.000006676	19072
23	200	0.010	0.000008477	19072
23	200	0.100	-0.000046537	19072
23	200	0.500	-0.001425175	19072
23	500	0.001	0.000006676	42568
23	500	0.010	0.000002089	42568
23	500	0.100	-0.000042422	42568
23	500	0.500	-0.000019645	42568
23	1000	0.001	0.000006676	92332
23	1000	0.010	-0.000004618	92332
23	1000	0.100	0.000027393	92332
23	1000	0.500	-0.000017706	92332
24	2	0.001	-0.000008239	328
24	2	0.010	-0.000323191	328
24	2	0.100	0.000244331	328
24	2	0.500	-0.021071676	328
24	5	0.001	0.000423726	700
24	5	0.010	-0.000348704	700
24	5	0.100	-0.001553732	700
24	5	0.500	0.002400833	700
24	10	0.001	-0.000046771	1288
24	10	0.010	0.000025969	1288
24	10	0.100	-0.000215423	1288
24	10	0.500	0.000270769	1288
24	20	0.001	0.000032588	2152
24	20	0.010	0.000047400	2152
24	20	0.100	0.000188476	2152
24	20	0.500	-0.007729010	2152
24	50	0.001	-0.000018093	5404
24	50	0.010	0.000292323	5404
24	50	0.100	0.002108200	5404
24	50	0.500	-0.001023430	5404
24	100	0.001	-0.000021017	10564
24	100	0.010	0.000050818	10564
24	100	0.100	-0.000049960	10564
24	100	0.500	0.000574240	10564
24	200	0.001	-0.000001688	19096
24	200	0.010	0.000009679	19096
24	200	0.100	0.000462452	19096
24	200	0.500	0.000077767	19096
24	500	0.001	-0.000001688	42580
24	500	0.010	-0.000023033	42580
24	500	0.100	0.000036379	42580
24	500	0.500	0.000002810	42580
24	1000	0.001	-0.000001688	92020
24	1000	0.010	-0.000005293	92020
24	1000	0.100	-0.000039972	92020
24	1000	0.500	0.000000821	92020
25	2	0.001	0.000575789	328
25	2	0.010	-0.001039059	328
25	2	0.100	0.049680578	328
25	2	0.500	0.142722538	328
25	5	0.001	0.000371888	772
25	5	0.010	-0.000351451	772
25	5	0.100	0.016531797	772
25	5	0.500	0.004445642	772
25	10	0.001	0.000085959	1264
25	10	0.010	0.000782456	1264
25	10	0.100	0.000580854	1264
25	10	0.500	0.016529174	1264
25	20	0.001	0.000042583	2560
25	20	0.010	-0.000086117	2560
25	20	0.100	-0.000767871	2560
25	20	0.500	-0.001832002	2560
25	50	0.001	0.000018101	5476
25	50	0.010	0.000033500	5476
25	50	0.100	0.000251223	5476
25	50	0.500	-0.003156523	5476
25	100	0.001	-0.000040056	10276
25	100	0.010	-0.000011633	10276
25	100	0.100	-0.000061739	10276
25	100	0.500	0.003826747	10276
25	200	0.001	-0.000014413	19264
25	200	0.010	-0.000072082	19264
25	200	0.100	0.000024263	19264
25	200	0.500	-0.001254465	19264
25	500	0.001	-0.000014413	43204
25	500	0.010	-0.000014157	43204
25	500	0.100	-0.000004384	43204
25	500	0.500	0.000005315	43204
25	1000	0.001	-0.000014413	91924
25	1000	0.010	0.000006027	91924
25	1000	0.100	0.000044802	91924
25	1000	0.500	0.000000794	91924
26	2	0.001	0.000195788	412
26	2	0.010	0.000575784	412
26	2	0.100	0.019676692	412
26	2	0.500	-0.004683045	412
26	5	0.001	-0.000076728	724
26	5	0.010	-0.000273535	724
26	5	0.100	0.009414956	724
26	5	0.500	0.032641961	724
26	10	0.001	-0.000049205	1312
26	10	0.010	0.000702325	1312
26	10	0.100	0.000421052	1312
26	10	0.500	-0.001028102	1312
26	20	0.001	-0.000036344	2200
26	20	0.010	-0.000039753	2200
26	20	0.100	0.000073428	2200
26	20	0.500	0.000342946	2200
26	50	0.001	-0.000018418	5584
26	50	0.010	0.000183265	5584
26	50	0.100	-0.000171255	5584
26	50	0.500	0.004894996	5584
26	100	0.001	-0.000011950	10192
26	100	0.010	-0.000074675	10192
26	100	0.100	-0.000123068	10192
26	100	0.500	-0.000283318	10192
26	200	0.001	-0.000011366	19288
26	200	0.010	0.000014490	19288
26	200	0.100	-0.000439272	19288
26	200	0.500	-0.000088722	19288
26	500	0.001	-0.000011366	42928
26	500	0.010	-0.000031867	42928
26	500	0.100	0.000145853	42928
26	500	0.500	0.000222412	42928
26	1000	0.001	-0.000011366	92116
26	1000	0.010	-0.000000227	92116
26	1000	0.100	-0.000017084	92116
26	1000	0.500	0.000010979	92116
27	2	0.001	0.000006179	340
27	2	0.010	-0.000935669	340
27	2	0.100	-0.009823387	340
27	2	0.500	-0.004949314	340
27	5	0.001	-0.000004606	652
27	5	0.010	-0.000326790	652
27	5	0.100	-0.000372053	652
27	5	0.500	-0.032781384	652
27	10	0.001	0.000013839	1312
27	10	0.010	-0.000131586	1312
27	10	0.100	0.005658781	1312
27	10	0.500	0.001457709	1312
27	20	0.001	-0.000008014	2260
27	20	0.010	0.000105553	2260
27	20	0.100	0.001174219	2260
27	20	0.500	-0.000801507	2260
27	50	0.001	-0.000001609	5560
27	50	0.010	-0.000087335	5560
27	50	0.100	0.002941257	5560
27	50	0.500	0.002623408	5560
27	100	0.001	-0.000008168	10336
27	100	0.010	0.000001120	10336
27	100	0.100	-0.000190840	10336
27	100	0.500	0.002088960	10336
27	200	0.001	0.000004061	19528
27	200	0.010	0.000001286	19528
27	200	0.100	-0.000214479	19528
27	200	0.500	0.001027928	19528
27	500	0.001	0.000004061	42568
27	500	0.010	-0.000011254	42568
27	500	0.100	-0.000081794	42568
27	500	0.500	-0.000054468	42568
27	1000	0.001	0.000004061	92308
27	1000	0.010	-0.000006688	92308
27	1000	0.100	-0.000035803	92308
27	1000	0.500	-0.000012588	92308
28	2	0.001	0.000197417	376
28	2	0.010	-0.000228240	376
28	2	0.100	0.106597054	376
28	2	0.500	0.001066814	376
28	5	0.001	0.000010066	712
28	5	0.010	0.000089975	712
28	5	0.100	-0.001697859	712
28	5	0.500	0.003064392	712
28	10	0.001	0.000004881	1240
28	10	0.010	-0.000039414	1240
28	10	0.100	0.012632442	1240
28	10	0.500	-0.008593478	1240
28	20	0.001	0.000004855	2272
28	20	0.010	-0.000023348	2272
28	20	0.100	0.001638323	2272
28	20	0.500	0.002515665	2272
28	50	0.001	-0.000007096	5584
28	50	0.010	-0.000024119	5584
28	50	0.100	-0.000077734	5584
28	50	0.500	-0.001243963	5584
28	100	0.001	-0.000016519	10528
28	100	0.010	0.000084677	10528
28	100	0.100	0.000180215	10528
28	100	0.500	0.000186866	10528
28	200	0.001	-0.000011199	19180
28	200	0.010	0.000017043	19180
28	200	0.100	0.000064835	19180
28	200	0.500	-0.002086067	19180
28	500	0.001	-0.000011199	43228
28	500	0.010	-0.000050449	43228
28	500	0.100	-0.000006396	43228
28	500	0.500	-0.000294493	43228
28	1000	0.001	-0.000011199	91972
28	1000	0.010	-0.000008655	91972
28	1000	0.100	0.000008397	91972
28	1000	0.500	-0.000164488	91972
29	2	0.001	0.000316895	388
29	2	0.010	-0.000402714	388
29	2	0.100	0.098514931	388
29	2	0.500	-0.007133137	388
29	5	0.001	0.000041911	676
29	5	0.010	0.000829264	676
29	5	0.100	-0.001967483	676
29	5	0.500	0.013020466	676
29	10	0.001	0.000016985	1192
29	10	0.010	-0.000067954	1192
29	10	0.100	0.000392267	1192
29	10	0.500	0.003109338	1192
29	20	0.001	-0.000009828	2308
29	20	0.010	-0.000254704	2308
29	20	0.100	-0.001088969	2308
29	20	0.500	-0.000908124	2308
29	50	0.001	0.000007650	5752
29	50	0.010	0.000057857	5752
29	50	0.100	0.001473948	5752
29	50	0.500	0.000225787	5752
29	100	0.001	-0.000028019	10384
29	100	0.010	0.000121892	10384
29	100	0.100	-0.000145521	10384
29	100	0.500	-0.003939812	10384
29	200	0.001	-0.000006789	19336
29	200	0.010	-0.000013330	19336
29	200	0.100	0.000114137	19336
29	200	0.500	0.000036423	19336
29	500	0.001	-0.000006789	42856
29	500	0.010	0.000001411	42856
29	500	0.100	-0.000103263	42856
29	500	0.500	-0.000191730	42856
29	1000	0.001	-0.000006789	92224
29	1000	0.010	-0.000018738	92224
29	1000	0.100	-0.000001824	92224
29	1000	0.500	-0.000012072	92224
30	2	0.001	-0.000032868	340
30	2	0.010	-0.000902443	340
30	2	0.100	-0.001933381	340
30	2	0.500	-0.065527782	340
30	5	0.001	-0.000031829	844
30	5	0.010	-0.000187749	844
30	5	0.100	-0.001116392	844
30	5	0.500	-0.034590049	844
30	10	0.001	0.000001349	1252
30	10	0.010	-0.000101643	1252
30	10	0.100	0.005899921	1252
30	10	0.500	-0.005349659	1252
30	20	0.001	-0.000053030	2212
30	20	0.010	0.000006093	2212
30	20	0.100	0.000225928	2212
30	20	0.500	0.001108987	2212
30	50	0.001	-0.000027658	5380
30	50	0.010	0.000114246	5380
30	50	0.100	-0.001616068	5380
30	50	0.500	0.000136564	5380
30	100	0.001	-0.000009287	10444
30	100	0.010	0.000072891	10444
30	100	0.100	-0.000380136	10444
30	100	0.500	0.000714391	10444
30	200	0.001	-0.000011808	18700
30	200	0.010	-0.000062540	18700
30	200	0.100	-0.000044462	18700
30	200	0.500	0.000431685	18700
30	500	0.001	-0.000011808	42784
30	500	0.010	-0.000009822	42784
30	500	0.100	-0.000112251	42784
30	500	0.500	0.000233389	42784
30	1000	0.001	-0.000011808	92056
30	1000	0.010	-0.000003561	92056
30	1000	0.100	-0.000053276	92056
30	1000	0.500	0.000023052	92056
31	2	0.001	-0.000148641	340
31	2	0.010	-0.000890826	340
31	2	0.100	0.039608271	340
31	2	0.500	0.006946052	340
31	5	0.001	-0.000010503	748
31	5	0.010	-0.000289923	748
31	5	0.100	-0.009391644	748
31	5	0.500	0.004240860	748
31	10	0.001	-0.000003911	1252
31	10	0.010	0.000756363	1252
31	10	0.100	-0.006071440	1252
31	10	0.500	0.001480608	1252
31	20	0.001	0.000001799	2320
31	20	0.010	0.000178639	2320
31	20	0.100	-0.005309855	2320
31	20	0.500	0.010942017	2320
31	50	0.001	-0.000012525	5860
31	50	0.010	0.000297283	5860
31	50	0.100	-0.000046130	5860
31	50	0.500	-0.000829322	5860
31	100	0.001	-0.000007223	10420
31	100	0.010	0.000036314	10420
31	100	0.100	-0.000763221	10420
31	100	0.500	0.000844126	10420
31	200	0.001	-0.000000944	19108
31	200	0.010	-0.000004065	19108
31	200	0.100	-0.000418891	19108
31	200	0.500	-0.001019910	19108
31	500	0.001	-0.000000944	43096
31	500	0.010	-0.000031019	43096
31	500	0.100	0.000073560	43096
31	500	0.500	0.000023012	43096
31	1000	0.001	-0.000000944	92212
31	1000	0.010	-0.000013714	92212
31	1000	0.100	0.000011330	92212
31	1000	0.500	0.000021564	92212
32	2	0.001	0.001261674	364
32	2	0.010	-0.000401339	364
32	2	0.100	-0.002413218	364
32	2	0.500	-0.019371079	364
32	5	0.001	0.000188325	700
32	5	0.010	-0.000220267	700
32	5	0.100	0.003818088	700
32	5	0.500	-0.003625360	700
32	10	0.001	0.000114070	1192
32	10	0.010	-0.000298645	1192
32	10	0.100	-0.000458601	1192
32	10	0.500	0.003568731	1192
32	20	0.001	-0.000015172	2212
32	20	0.010	-0.000001627	2212
32	20	0.100	0.000354803	2212
32	20	0.500	-0.000773735	2212
32	50	0.001	-0.000003922	5476
32	50	0.010	0.000047713	5476
32	50	0.100	0.001237492	5476
32	50	0.500	0.001169151	5476
32	100	0.001	-0.000013395	10504
32	100	0.010	-0.000001715	10504
32	100	0.100	-0.000095705	10504
32	100	0.500	0.003325979	10504
32	200	0.001	0.000022186	19504
32	200	0.010	0.000014658	19504
32	200	0.100	-0.000373477	19504
32	200	0.500	0.000501774	19504
32	500	0.001	0.000022186	42940
32	500	0.010	-0.000021439	42940
32	500	0.100	-0.000021992	42940
32	500	0.500	0.000235142	42940
32	1000	0.001	0.000022186	92368
32	1000	0.010	-0.000008863	92368
32	1000	0.100	-0.000006392	92368
32	1000	0.500	0.000030985	92368
33	2	0.001	-0.000110034	352
33	2	0.010	-0.000384500	352
33	2	0.100	0.040881439	352
33	2	0.500	-0.051376335	352
33	5	0.001	-0.000106237	724
33	5	0.010	0.002071613	724
33	5	0.100	-0.010579557	724
33	5	0.500	0.004318591	724
33	10	0.001	0.000003458	1264
33	10	0.010	-0.000071621	1264
33	10	0.100	-0.007231682	1264
33	10	0.500	0.000566592	1264
33	20	0.001	-0.000033639	2368
33	20	0.010	0.000017704	2368
33	20	0.100	-0.000787040	2368
33	20	0.500	-0.000103303	2368
33	50	0.001	-0.000027462	5452
33	50	0.010	0.000219002	5452
33	50	0.100	-0.000237973	5452
33	50	0.500	0.000672251	5452
33	100	0.001	-0.000004428	10336
33	100	0.010	-0.000005162	10336
33	100	0.100	0.000528215	10336
33	100	0.500	0.000011256	10336
33	200	0.001	-0.000012459	19744
33	200	0.010	0.000009074	19744
33	200	0.100	0.000174760	19744
33	200	0.500	0.000434811	19744
33	500	0.001	-0.000012459	42664
33	500	0.010	0.000003185	42664
33	500	0.100	-0.000082074	42664
33	500	0.500	-0.000018965	42664
33	1000	0.001	-0.000012459	92248
33	1000	0.010	-0.000002149	92248
33	1000	0.100	0.000017192	92248
33	1000	0.500	0.000018946	92248
34	2	0.001	0.000238523	400
34	2	0.010	-0.000075210	400
34	2	0.100	-0.008813424	400
34	2	0.500	-0.000803246	400
34	5	0.001	0.000133383	676
34	5	0.010	-0.000389527	676
34	5	0.100	0.009084230	676
34	5	0.500	0.023761138	676
34	10	0.001	0.000038682	1120
34	10	0.010	-0.000208535	1120
34	10	0.100	-0.000132046	1120
34	10	0.500	0.028047331	1120
34	20	0.001	-0.000035884	2296
34	20	0.010	0.000020009	2296
34	20	0.100	-0.001078734	2296
34	20	0.500	-0.001976850	2296
34	50	0.001	-0.000034087	5596
34	50	0.010	0.000298513	5596
34	50	0.100	-0.001399616	5596
34	50	0.500	0.003423299	5596
34	100	0.001	-0.000013053	10348
34	100	0.010	0.000023636	10348
34	100	0.100	0.000119259	10348
34	100	0.500	0.000570801	10348
34	200	0.001	0.000000223	19432
34	200	0.010	-0.000000085	19432
34	200	0.100	0.000348750	19432
34	200	0.500	0.002555788	19432
34	500	0.001	0.000000223	43720
34	500	0.010	-0.000004647	43720
34	500	0.100	-0.000149607	43720
34	500	0.500	0.000053704	43720
34	1000	0.001	0.000000223	92200
34	1000	0.010	0.000000293	92200
34	1000	0.100	0.000011609	92200
34	1000	0.500	0.000001587	92200
35	2	0.001	0.000307964	400
35	2	0.010	-0.000542969	400
35	2	0.100	0.075841142	400
35	2	0.500	-0.000164086	400
35	5	0.001	-0.000057020	784
35	5	0.010	-0.000393804	784
35	5	0.100	0.007762588	784
35	5	0.500	-0.005092594	784
35	10	0.001	-0.000022653	1264
35	10	0.010	0.000144681	1264
35	10	0.100	-0.000147460	1264
35	10	0.500	-0.005244681	1264
35	20	0.001	-0.000009456	2116
35	20	0.010	0.000045929	2116
35	20	0.100	-0.003501110	2116
35	20	0.500	0.005178752	2116
35	50	0.001	-0.000004175	5560
35	50	0.010	-0.000027451	5560
35	50	0.100	0.001369338	5560
35	50	0.500	0.000471198	5560
35	100	0.001	0.000000505	10372
35	100	0.010	-0.000015984	10372
35	100	0.100	-0.000055054	10372
35	100	0.500	-0.001972845	10372
35	200	0.001	0.000011710	18856
35	200	0.010	-0.000044365	18856
35	200	0.100	-0.000279330	18856
35	200	0.500	0.001135022	18856
35	500	0.001	0.000011710	42940
35	500	0.010	-0.000014526	42940
35	500	0.100	0.000012889	42940
35	500	0.500	-0.000003733	42940
35	1000	0.001	0.000011710	92680
35	1000	0.010	-0.000031969	92680
35	1000	0.100	0.000000685	92680
35	1000	0.500	0.000014109	92680
36	2	0.001	-0.000133899	352
36	2	0.010	-0.000286102	352
36	2	0.100	-0.004466035	352
36	2	0.500	-0.026353622	352
36	5	0.001	0.000315613	796
36	5	0.010	-0.000466079	796
36	5	0.100	-0.002926929	796
36	5	0.500	-0.041913002	796
36	10	0.001	-0.000053035	1312
36	10	0.010	-0.000017020	1312
36	10	0.100	0.006236521	1312
36	10	0.500	-0.000674431	1312
36	20	0.001	-0.000015536	2356
36	20	0.010	-0.000038224	2356
36	20	0.100	0.004166286	2356
36	20	0.500	0.001649674	2356
36	50	0.001	0.000011648	5716
36	50	0.010	0.000040400	5716
36	50	0.100	0.001485649	5716
36	50	0.500	0.000195032	5716
36	100	0.001	-0.000009845	10120
36	100	0.010	0.000073112	10120
36	100	0.100	-0.000128653	10120
36	100	0.500	0.001519614	10120
36	200	0.001	-0.000017304	19480
36	200	0.010	0.000011614	19480
36	200	0.100	0.000254525	19480
36	200	0.500	-0.000176961	19480
36	500	0.001	-0.000017304	43120
36	500	0.010	0.000007232	43120
36	500	0.100	0.000000681	43120
36	500	0.500	-0.000325391	43120
36	1000	0.001	-0.000017304	92116
36	1000	0.010	-0.000006275	92116
36	1000	0.100	0.000064515	92116
36	1000	0.500	0.000001826	92116
37	2	0.001	-0.000003957	352
37	2	0.010	-0.001038117	352
37	2	0.100	0.027861993	352
37	2	0.500	-0.011263813	352
37	5	0.001	-0.000024980	808
37	5	0.010	0.001658468	808
37	5	0.100	0.018400665	808
37	5	0.500	-0.002634961	808
37	10	0.001	-0.000002369	1156
37	10	0.010	0.000144563	1156
37	10	0.100	-0.001860946	1156
37	10	0.500	0.002406968	1156
37	20	0.001	-0.000050817	2212
37	20	0.010	0.000021996	2212
37	20	0.100	-0.001343200	2212
37	20	0.500	0.001132735	2212
37	50	0.001	-0.000035103	5500
37	50	0.010	0.000075002	5500
37	50	0.100	0.001147688	5500
37	50	0.500	0.000010416	5500
37	100	0.001	-0.000031388	10336
37	100	0.010	0.000105881	10336
37	100	0.100	0.000106738	10336
37	100	0.500	-0.004057921	10336
37	200	0.001	-0.000030736	19216
37	200	0.010	-0.000053387	19216
37	200	0.100	-0.000564240	19216
37	200	0.500	0.001509232	19216
37	500	0.001	-0.000030736	43048
37	500	0.010	-0.000019537	43048
37	500	0.100	-0.000204603	43048
37	500	0.500	-0.000391168	43048
37	1000	0.001	-0.000030736	92332
37	1000	0.010	-0.000031079	92332
37	1000	0.100	-0.000095910	92332
37	1000	0.500	0.000019574	92332
38	2	0.001	0.000522158	412
38	2	0.010	-0.000980650	412
38	2	0.100	0.006769929	412
38	2	0.500	-0.016897749	412
38	5	0.001	-0.000086788	748
38	5	0.010	-0.000611189	748
38	5	0.100	-0.000074635	748
38	5	0.500	0.054242643	748
38	10	0.001	-0.000127128	1336
38	10	0.010	0.000109476	1336
38	10	0.100	-0.001125943	1336
38	10	0.500	-0.004069742	1336
38	20	0.001	0.000018576	2320
38	20	0.010	0.000281253	2320
38	20	0.100	-0.001320344	2320
38	20	0.500	-0.000808902	2320
38	50	0.001	-0.000008057	5368
38	50	0.010	0.000168015	5368
38	50	0.100	0.000044430	5368
38	50	0.500	-0.000268738	5368
38	100	0.001	-0.000021062	10192
38	100	0.010	0.000076170	10192
38	100	0.100	0.000453360	10192
38	100	0.500	-0.000329441	10192
38	200	0.001	0.000034621	19060
38	200	0.010	0.000008486	19060
38	200	0.100	-0.000641261	19060
38	200	0.500	-0.000082752	19060
38	500	0.001	0.000034621	42940
38	500	0.010	-0.000004096	42940
38	500	0.100	0.000002700	42940
38	500	0.500	-0.000391511	42940
38	1000	0.001	0.000034621	92320
38	1000	0.010	-0.000001008	92320
38	1000	0.100	0.000011470	92320
38	1000	0.500	0.000004333	92320
39	2	0.001	0.000201157	448
39	2	0.010	-0.000035552	448
39	2	0.100	0.048812464	448
39	2	0.500	-0.042973309	448
39	5	0.001	0.000305634	688
39	5	0.010	-0.000544814	688
39	5	0.100	-0.000274509	688
39	5	0.500	-0.011737724	688
39	10	0.001	-0.000071800	1240
39	10	0.010	0.000000190	1240
39	10	0.100	0.003086263	1240
39	10	0.500	-0.001381607	1240
39	20	0.001	0.000022657	2368
39	20	0.010	0.000118829	2368
39	20	0.100	-0.000024034	2368
39	20	0.500	0.003960907	2368
39	50	0.001	0.000013464	5536
39	50	0.010	0.000013898	5536
39	50	0.100	-0.001842837	5536
39	50	0.500	-0.005127588	5536
39	100	0.001	-0.000022304	10612
39	100	0.010	-0.000022060	10612
39	100	0.100	0.000039487	10612
39	100	0.500	-0.000068513	10612
39	200	0.001	-0.000005379	19480
39	200	0.010	-0.000002375	19480
39	200	0.100	-0.000113698	19480
39	200	0.500	0.001268610	19480
39	500	0.001	-0.000005379	42016
39	500	0.010	-0.000003092	42016
39	500	0.100	0.000003179	42016
39	500	0.500	0.000075757	42016
39	1000	0.001	-0.000005379	92260
39	1000	0.010	-0.000011495	92260
39	1000	0.100	0.000051116	92260
39	1000	0.500	0.000032037	92260
40	2	0.001	-0.000198888	292
40	2	0.010	-0.000521406	292
40	2	0.100	-0.005343505	292
40	2	0.500	-0.021018817	292
40	5	0.001	-0.000045110	700
40	5	0.010	0.003939299	700
40	5	0.100	0.008125288	700
40	5	0.500	0.004448980	700
40	10	0.001	-0.000036862	1276
40	10	0.010	-0.000198659	1276
40	10	0.100	-0.008461959	1276
40	10	0.500	0.022078152	1276
40	20	0.001	-0.000018351	2260
40	20	0.010	0.000043328	2260
40	20	0.100	0.000757651	2260
40	20	0.500	-0.006644182	2260
40	50	0.001	-0.000007298	5500
40	50	0.010	0.000038341	5500
40	50	0.100	0.001222274	5500
40	50	0.500	-0.000913511	5500
40	100	0.001	-0.000006608	10348
40	100	0.010	0.000071230	10348
40	100	0.100	-0.000609290	10348
40	100	0.500	-0.001705868	10348
40	200	0.001	0.000000385	18916
40	200	0.010	0.000009279	18916
40	200	0.100	-0.000101620	18916
40	200	0.500	-0.000024321	18916
40	500	0.001	0.000000385	42928
40	500	0.010	-0.000014543	42928
40	500	0.100	0.000032642	42928
40	500	0.500	-0.000065967	42928
40	1000	0.001	0.000000385	92440
40	1000	0.010	-0.000014124	92440
40	1000	0.100	0.000018400	92440
40	1000	0.500	0.000020220	92440
41	2	0.001	-0.000038856	316
41	2	0.010	-0.000027988	316
41	2	0.100	-0.005689061	316
41	2	0.500	-0.008103971	316
41	5	0.001	0.000174222	724
41	5	0.010	0.000159927	724
41	5	0.100	-0.002941230	724
41	5	0.500	0.054681959	724
41	10	0.001	-0.000016963	1336
41	10	0.010	-0.000017791	1336
41	10	0.100	-0.004386180	1336
41	10	0.500	0.000232138	1336
41	20	0.001	-0.000020870	2428
41	20	0.010	0.000319316	2428
41	20	0.100	0.001477343	2428
41	20	0.500	0.004101164	2428
41	50	0.001	-0.000017275	5608
41	50	0.010	-0.000030382	5608
41	50	0.100	-0.001329574	5608
41	50	0.500	-0.000110198	5608
41	100	0.001	-0.000015562	10384
41	100	0.010	-0.000000607	10384
41	100	0.100	-0.000068011	10384
41	100	0.500	-0.000225522	10384
41	200	0.001	0.000000179	19444
41	200	0.010	0.000002597	19444
41	200	0.100	-0.000111932	19444
41	200	0.500	0.000760048	19444
41	500	0.001	0.000000179	43348
41	500	0.010	0.000000795	43348
41	500	0.100	-0.000000802	43348
41	500	0.500	-0.000058156	43348
41	1000	0.001	0.000000179	92296
41	1000	0.010	0.000002037	92296
41	1000	0.100	-0.000017600	92296
41	1000	0.500	-0.000021016	92296
42	2	0.001	0.000445010	316
42	2	0.010	0.000717806	316
42	2	0.100	0.028263573	316
42	2	0.500	0.022424236	316
42	5	0.001	-0.000004992	640
42	5	0.010	-0.000460434	640
42	5	0.100	-0.002653586	640
42	5	0.500	-0.001921856	640
42	10	0.001	-0.000006844	1276
42	10	0.010	-0.000001955	1276
42	10	0.100	-0.001040887	1276
42	10	0.500	0.027447614	1276
42	20	0.001	-0.000023022	2596
42	20	0.010	-0.000029669	2596
42	20	0.100	-0.002949005	2596
42	20	0.500	0.010228609	2596
42	50	0.001	-0.000017099	5644
42	50	0.010	0.000016383	5644
42	50	0.100	0.001614009	5644
42	50	0.500	0.002294775	5644
42	100	0.001	-0.000007487	10444
42	100	0.010	0.000014009	10444
42	100	0.100	-0.000847172	10444
42	100	0.500	-0.000461514	10444
42	200	0.001	0.000012518	19516
42	200	0.010	0.000005358	19516
42	200	0.100	-0.000025924	19516
42	200	0.500	0.000403438	19516
42	500	0.001	0.000012518	43456
42	500	0.010	0.000000901	43456
42	500	0.100	0.000003764	43456
42	500	0.500	-0.000241294	43456
42	1000	0.001	0.000012518	92200
42	1000	0.010	-0.000001537	92200
42	1000	0.100	-0.000019706	92200
42	1000	0.500	-0.000218286	92200
43	2	0.001	0.000337934	352
43	2	0.010	0.005697984	352
43	2	0.100	0.051039302	352
43	2	0.500	-0.005442240	352
43	5	0.001	-0.000017819	736
43	5	0.010	-0.000094989	736
43	5	0.100	-0.002600745	736
43	5	0.500	0.000200423	736
43	10	0.001	0.000038363	1240
43	10	0.010	-0.000293681	1240
43	10	0.100	-0.003305839	1240
43	10	0.500	0.001518124	1240
43	20	0.001	0.000036695	2380
43	20	0.010	-0.000419111	2380
43	20	0.100	-0.000286520	2380
43	20	0.500	0.007956057	2380
43	50	0.001	0.000007300	5536
43	50	0.010	-0.000001239	5536
43	50	0.100	-0.000182733	5536
43	50	0.500	-0.000829307	5536
43	100	0.001	-0.000001097	10024
43	100	0.010	0.000001272	10024
43	100	0.100	0.000115102	10024
43	100	0.500	-0.000372656	10024
43	200	0.001	-0.000003977	19264
43	200	0.010	0.000025335	19264
43	200	0.100	-0.000270686	19264
43	200	0.500	0.000506103	19264
43	500	0.001	-0.000003977	42808
43	500	0.010	-0.000049396	42808
43	500	0.100	-0.000007756	42808
43	500	0.500	0.000355165	42808
43	1000	0.001	-0.000003977	92452
43	1000	0.010	-0.000001547	92452
43	1000	0.100	0.000065529	92452
43	1000	0.500	-0.000004197	92452
44	2	0.001	0.001356377	388
44	2	0.010	-0.000431857	388
44	2	0.100	-0.002998880	388
44	2	0.500	-0.005285425	388
44	5	0.001	0.000102236	676
44	5	0.010	-0.000352719	676
44	5	0.100	-0.002853385	676
44	5	0.500	0.001267184	676
44	10	0.001	-0.000003281	1276
44	10	0.010	-0.000031104	1276
44	10	0.100	0.009926230	1276
44	10	0.500	0.012097175	1276
44	20	0.001	0.000005797	2308
44	20	0.010	-0.000027685	2308
44	20	0.100	-0.001824677	2308
44	20	0.500	0.000350346	2308
44	50	0.001	-0.000025315	5644
44	50	0.010	0.000082526	5644
