pass	compression	q	error	size
44	50	0.100	0.000487718	5644
44	50	0.500	-0.000093648	5644
44	100	0.001	-0.000004892	10420
44	100	0.010	0.000026587	10420
44	100	0.100	-0.000952052	10420
44	100	0.500	0.000613745	10420
44	200	0.001	-0.000002565	19168
44	200	0.010	-0.000027917	19168
44	200	0.100	-0.000035426	19168
44	200	0.500	-0.000261784	19168
44	500	0.001	-0.000002565	42940
44	500	0.010	0.000000241	42940
44	500	0.100	-0.000155156	42940
44	500	0.500	-0.000028508	42940
44	1000	0.001	-0.000002565	92440
44	1000	0.010	-0.000000577	92440
44	1000	0.100	0.000024938	92440
44	1000	0.500	0.000017109	92440
45	2	0.001	-0.000177847	352
45	2	0.010	0.004906842	352
45	2	0.100	0.040347203	352
45	2	0.500	0.095965762	352
45	5	0.001	-0.000018733	772
45	5	0.010	0.003336716	772
45	5	0.100	-0.004560541	772
45	5	0.500	0.005289970	772
45	10	0.001	0.000010785	1168
45	10	0.010	0.000089393	1168
45	10	0.100	0.001888626	1168
45	10	0.500	-0.000393447	1168
45	20	0.001	-0.000034032	2332
45	20	0.010	0.000111404	2332
45	20	0.100	0.000050061	2332
45	20	0.500	-0.000287140	2332
45	50	0.001	-0.000010477	5476
45	50	0.010	0.000028532	5476
45	50	0.100	-0.000156585	5476
45	50	0.500	0.005679549	5476
45	100	0.001	-0.000011906	10612
45	100	0.010	0.000022063	10612
45	100	0.100	-0.000191607	10612
45	100	0.500	-0.000385382	10612
45	200	0.001	-0.000002879	19612
45	200	0.010	0.000060923	19612
45	200	0.100	0.000603953	19612
45	200	0.500	0.000008363	19612
45	500	0.001	-0.000002879	42892
45	500	0.010	-0.000014995	42892
45	500	0.100	0.000029608	42892
45	500	0.500	0.000094675	42892
45	1000	0.001	-0.000002879	92548
45	1000	0.010	0.000001670	92548
45	1000	0.100	-0.000031900	92548
45	1000	0.500	0.000005744	92548
46	2	0.001	-0.000218940	388
46	2	0.010	-0.000877996	388
46	2	0.100	0.064222801	388
46	2	0.500	0.066765263	388
46	5	0.001	0.000253474	712
46	5	0.010	-0.000498983	712
46	5	0.100	-0.029402566	712
46	5	0.500	-0.011136199	712
46	10	0.001	0.000095447	1324
46	10	0.010	-0.000127204	1324
46	10	0.100	0.000037341	1324
46	10	0.500	0.000011754	1324
46	20	0.001	-0.000031958	2260
46	20	0.010	-0.000043304	2260
46	20	0.100	-0.004679473	2260
46	20	0.500	-0.009611501	2260
46	50	0.001	-0.000049615	5584
46	50	0.010	0.000328628	5584
46	50	0.100	-0.002596710	5584
46	50	0.500	-0.000251393	5584
46	100	0.001	-0.000054516	10720
46	100	0.010	-0.000021343	10720
46	100	0.100	0.000299717	10720
46	100	0.500	-0.000200098	10720
46	200	0.001	-0.000053231	19312
46	200	0.010	-0.000043776	19312
46	200	0.100	-0.000229154	19312
46	200	0.500	-0.001567460	19312
46	500	0.001	-0.000053231	43144
46	500	0.010	0.000006404	43144
46	500	0.100	0.000022432	43144
46	500	0.500	-0.000204142	43144
46	1000	0.001	-0.000053231	92224
46	1000	0.010	-0.000001746	92224
46	1000	0.100	-0.000003376	92224
46	1000	0.500	0.000014456	92224
47	2	0.001	0.000234945	364
47	2	0.010	-0.000650145	364
47	2	0.100	0.090394683	364
47	2	0.500	-0.006753283	364
47	5	0.001	0.000334763	724
47	5	0.010	0.001398815	724
47	5	0.100	0.019728266	724
47	5	0.500	-0.041682625	724
47	10	0.001	-0.000081976	1228
47	10	0.010	-0.000456440	1228
47	10	0.100	0.015500469	1228
47	10	0.500	-0.014009506	1228
47	20	0.001	0.000036766	2188
47	20	0.010	0.000050075	2188
47	20	0.100	0.002802893	2188
47	20	0.500	0.005286612	2188
47	50	0.001	-0.000067216	5620
47	50	0.010	-0.000036872	5620
47	50	0.100	-0.001303800	5620
47	50	0.500	-0.001063764	5620
47	100	0.001	-0.000009517	10372
47	100	0.010	-0.000097890	10372
47	100	0.100	0.000024944	10372
47	100	0.500	0.000242223	10372
47	200	0.001	-0.000038003	19132
47	200	0.010	-0.000040305	19132
47	200	0.100	-0.000267635	19132
47	200	0.500	0.000948063	19132
47	500	0.001	-0.000038003	42592
47	500	0.010	0.000003981	42592
47	500	0.100	0.000130093	42592
47	500	0.500	-0.000042714	42592
47	1000	0.001	-0.000038003	92440
47	1000	0.010	-0.000002059	92440
47	1000	0.100	-0.000031980	92440
47	1000	0.500	-0.000004068	92440
48	2	0.001	-0.000150561	388
48	2	0.010	-0.001140493	388
48	2	0.100	0.024749217	388
48	2	0.500	-0.035417362	388
48	5	0.001	0.000214229	688
48	5	0.010	-0.000142862	688
48	5	0.100	0.022499477	688
48	5	0.500	-0.000483031	688
48	10	0.001	0.000008334	1312
48	10	0.010	0.000326117	1312
48	10	0.100	0.013423079	1312
48	10	0.500	0.024121446	1312
48	20	0.001	-0.000082063	2284
48	20	0.010	-0.000070354	2284
48	20	0.100	-0.000052695	2284
48	20	0.500	-0.000287940	2284
48	50	0.001	0.000001094	5488
48	50	0.010	0.000168338	5488
48	50	0.100	-0.000036268	5488
48	50	0.500	-0.000669930	5488
48	100	0.001	0.000004186	10324
48	100	0.010	0.000005304	10324
48	100	0.100	-0.000042738	10324
48	100	0.500	-0.001400036	10324
48	200	0.001	0.000007073	18736
48	200	0.010	-0.000035939	18736
48	200	0.100	0.000334435	18736
48	200	0.500	-0.000321493	18736
48	500	0.001	0.000007073	43144
48	500	0.010	-0.000010622	43144
48	500	0.100	-0.000095703	43144
48	500	0.500	-0.000025615	43144
48	1000	0.001	0.000007073	92404
48	1000	0.010	-0.000004277	92404
48	1000	0.100	0.000001173	92404
48	1000	0.500	0.000044771	92404
49	2	0.001	0.000286565	376
49	2	0.010	-0.000651876	376
49	2	0.100	-0.007005773	376
49	2	0.500	-0.002227880	376
49	5	0.001	-0.000246173	760
49	5	0.010	-0.000917300	760
49	5	0.100	-0.000322881	760
49	5	0.500	-0.029993445	760
49	10	0.001	0.000010052	1192
49	10	0.010	-0.000011885	1192
49	10	0.100	0.000179781	1192
49	10	0.500	0.021919142	1192
49	20	0.001	-0.000003518	2152
49	20	0.010	0.000028879	2152
49	20	0.100	-0.001556291	2152
49	20	0.500	0.001007769	2152
49	50	0.001	-0.000013993	5548
49	50	0.010	-0.000116702	5548
49	50	0.100	0.000541902	5548
49	50	0.500	0.002360686	5548
49	100	0.001	-0.000002275	10300
49	100	0.010	0.000020252	10300
49	100	0.100	-0.000119896	10300
49	100	0.500	0.000823267	10300
49	200	0.001	0.000001574	19000
49	200	0.010	-0.000008275	19000
49	200	0.100	0.000014035	19000
49	200	0.500	-0.000357737	19000
49	500	0.001	0.000001574	42640
49	500	0.010	-0.000020834	42640
49	500	0.100	0.000029184	42640
49	500	0.500	-0.000429802	42640
49	1000	0.001	0.000001574	92668
49	1000	0.010	-0.000012508	92668
49	1000	0.100	0.000002742	92668
49	1000	0.500	0.000059599	92668
50	2	0.001	0.000316883	352
50	2	0.010	-0.000495172	352
50	2	0.100	-0.011568152	352
50	2	0.500	0.037193429	352
50	5	0.001	0.000028765	724
50	5	0.010	0.000876098	724
50	5	0.100	-0.000679814	724
50	5	0.500	0.000302510	724
50	10	0.001	0.000015148	1384
50	10	0.010	0.000178606	1384
50	10	0.100	0.000695235	1384
50	10	0.500	-0.003176307	1384
50	20	0.001	-0.000002256	2440
50	20	0.010	-0.000415137	2440
50	20	0.100	0.001737285	2440
50	20	0.500	-0.000273085	2440
50	50	0.001	0.000000369	5608
50	50	0.010	0.000109659	5608
50	50	0.100	0.000058905	5608
50	50	0.500	0.000301139	5608
50	100	0.001	-0.000002328	10516
50	100	0.010	0.000007824	10516
50	100	0.100	-0.000030595	10516
50	100	0.500	0.002414891	10516
50	200	0.001	-0.000004493	19060
50	200	0.010	-0.000008859	19060
50	200	0.100	-0.000370435	19060
50	200	0.500	-0.000169848	19060
50	500	0.001	-0.000004493	42616
50	500	0.010	0.000002070	42616
50	500	0.100	-0.000014444	42616
50	500	0.500	-0.000504065	42616
50	1000	0.001	-0.000004493	92200
50	1000	0.010	-0.000002604	92200
50	1000	0.100	-0.000011100	92200
50	1000	0.500	-0.000000556	92200
51	2	0.001	0.000365860	328
51	2	0.010	-0.000946444	328
51	2	0.100	0.061858320	328
51	2	0.500	-0.023371451	328
51	5	0.001	-0.000000099	688
51	5	0.010	0.000599144	688
51	5	0.100	-0.009869043	688
51	5	0.500	-0.034315834	688
51	10	0.001	-0.000000627	1216
51	10	0.010	0.000105060	1216
51	10	0.100	-0.000504050	1216
51	10	0.500	0.004389358	1216
51	20	0.001	-0.000006097	2452
51	20	0.010	-0.000051461	2452
51	20	0.100	0.000031104	2452
51	20	0.500	0.002077194	2452
51	50	0.001	-0.000018815	5536
51	50	0.010	0.000273898	5536
51	50	0.100	0.000817016	5536
51	50	0.500	0.003180711	5536
51	100	0.001	-0.000021298	10540
51	100	0.010	-0.000001480	10540
51	100	0.100	-0.000133319	10540
51	100	0.500	0.002646102	10540
51	200	0.001	-0.000003622	19144
51	200	0.010	-0.000000016	19144
51	200	0.100	-0.000472989	19144
51	200	0.500	-0.001403436	19144
51	500	0.001	-0.000003622	42628
51	500	0.010	-0.000013564	42628
51	500	0.100	-0.000094586	42628
51	500	0.500	-0.000416320	42628
51	1000	0.001	-0.000003622	92392
51	1000	0.010	-0.000014363	92392
51	1000	0.100	0.000055396	92392
51	1000	0.500	-0.000001910	92392
52	2	0.001	-0.000209403	340
52	2	0.010	-0.000155801	340
52	2	0.100	0.026005171	340
52	2	0.500	-0.040831400	340
52	5	0.001	0.000041754	712
52	5	0.010	0.000857763	712
52	5	0.100	-0.002645697	712
52	5	0.500	-0.015202445	712
52	10	0.001	-0.000115748	1252
52	10	0.010	0.000002141	1252
52	10	0.100	0.001875166	1252
52	10	0.500	-0.003083620	1252
52	20	0.001	-0.000095452	2236
52	20	0.010	-0.000317473	2236
52	20	0.100	-0.001211293	2236
52	20	0.500	0.002486612	2236
52	50	0.001	-0.000021794	5752
52	50	0.010	0.000049003	5752
52	50	0.100	-0.001362671	5752
52	50	0.500	0.006877855	5752
52	100	0.001	-0.000024826	10600
52	100	0.010	0.000078371	10600
52	100	0.100	0.000857870	10600
52	100	0.500	0.001407525	10600
52	200	0.001	-0.000013301	19252
52	200	0.010	-0.000015045	19252
52	200	0.100	-0.000460477	19252
52	200	0.500	-0.000996187	19252
52	500	0.001	-0.000013301	42688
52	500	0.010	-0.000001767	42688
52	500	0.100	-0.000022328	42688
52	500	0.500	-0.000160311	42688
52	1000	0.001	-0.000013301	92596
52	1000	0.010	-0.000006710	92596
52	1000	0.100	-0.000026534	92596
52	1000	0.500	0.000002656	92596
53	2	0.001	0.000278125	364
53	2	0.010	-0.000942065	364
53	2	0.100	-0.000045269	364
53	2	0.500	0.081287493	364
53	5	0.001	-0.000021219	724
53	5	0.010	0.006257349	724
53	5	0.100	-0.003513706	724
53	5	0.500	0.005786494	724
53	10	0.001	-0.000002538	1336
53	10	0.010	-0.000202648	1336
53	10	0.100	-0.000706174	1336
53	10	0.500	-0.000132296	1336
53	20	0.001	-0.000009492	2320
53	20	0.010	-0.000046380	2320
53	20	0.100	0.006683624	2320
53	20	0.500	-0.016336818	2320
53	50	0.001	0.000005019	5356
53	50	0.010	-0.000074852	5356
53	50	0.100	-0.002293077	5356
53	50	0.500	-0.000095758	5356
53	100	0.001	0.000000179	10528
53	100	0.010	-0.000014769	10528
53	100	0.100	-0.000047690	10528
53	100	0.500	-0.001588435	10528
53	200	0.001	-0.000000023	19108
53	200	0.010	0.000000583	19108
53	200	0.100	-0.000203181	19108
53	200	0.500	0.000051419	19108
53	500	0.001	-0.000000023	42568
53	500	0.010	0.000006374	42568
53	500	0.100	-0.000020286	42568
53	500	0.500	-0.000016674	42568
53	1000	0.001	-0.000000023	92044
53	1000	0.010	-0.000017763	92044
53	1000	0.100	-0.000016028	92044
53	1000	0.500	0.000017268	92044
54	2	0.001	0.000367933	304
54	2	0.010	0.000668900	304
54	2	0.100	0.000025896	304
54	2	0.500	-0.006657497	304
54	5	0.001	0.000312109	712
54	5	0.010	-0.000631880	712
54	5	0.100	-0.000765038	712
54	5	0.500	0.015631929	712
54	10	0.001	-0.000005505	1168
54	10	0.010	0.000171083	1168
54	10	0.100	0.009836422	1168
54	10	0.500	0.003315021	1168
54	20	0.001	-0.000010034	2452
54	20	0.010	0.000661914	2452
54	20	0.100	0.002882955	2452
54	20	0.500	0.003782479	2452
54	50	0.001	-0.000000545	5500
54	50	0.010	0.000218330	5500
54	50	0.100	-0.000779517	5500
54	50	0.500	-0.000117484	5500
54	100	0.001	-0.000003496	10132
54	100	0.010	0.000137011	10132
54	100	0.100	-0.000922414	10132
54	100	0.500	0.000466573	10132
54	200	0.001	0.000002234	19708
54	200	0.010	0.000009736	19708
54	200	0.100	-0.000294329	19708
54	200	0.500	0.000081692	19708
54	500	0.001	0.000002234	42988
54	500	0.010	0.000002583	42988
54	500	0.100	-0.000050898	42988
54	500	0.500	0.000583627	42988
54	1000	0.001	0.000002234	92404
54	1000	0.010	-0.000004526	92404
54	1000	0.100	-0.000016845	92404
54	1000	0.500	0.000016216	92404
55	2	0.001	0.000370770	400
55	2	0.010	-0.000660164	400
55	2	0.100	0.048006690	400
55	2	0.500	-0.054579124	400
55	5	0.001	-0.000060356	712
55	5	0.010	0.000006659	712
55	5	0.100	-0.003212652	712
55	5	0.500	-0.003358154	712
55	10	0.001	-0.000072439	1264
55	10	0.010	-0.000709862	1264
55	10	0.100	-0.008976749	1264
55	10	0.500	0.028042405	1264
55	20	0.001	-0.000000688	2188
55	20	0.010	-0.000078129	2188
55	20	0.100	-0.004340979	2188
55	20	0.500	-0.000318139	2188
55	50	0.001	-0.000031314	5524
55	50	0.010	-0.000015062	5524
55	50	0.100	-0.000256498	5524
55	50	0.500	0.001564348	5524
55	100	0.001	-0.000013561	10324
55	100	0.010	0.000009400	10324
55	100	0.100	0.001082732	10324
55	100	0.500	0.001257864	10324
55	200	0.001	0.000006247	19180
55	200	0.010	-0.000008112	19180
55	200	0.100	0.000042423	19180
55	200	0.500	-0.000190204	19180
55	500	0.001	0.000006247	43132
55	500	0.010	0.000009443	43132
55	500	0.100	0.000011935	43132
55	500	0.500	-0.000071598	43132
55	1000	0.001	0.000006247	92608
55	1000	0.010	-0.000000476	92608
55	1000	0.100	-0.000009120	92608
55	1000	0.500	-0.000004003	92608
56	2	0.001	0.000513114	376
56	2	0.010	-0.000466992	376
56	2	0.100	-0.010150791	376
56	2	0.500	-0.015055351	376
56	5	0.001	0.000330165	760
56	5	0.010	-0.000598998	760
56	5	0.100	-0.000311674	760
56	5	0.500	0.005370999	760
56	10	0.001	0.000074196	1312
56	10	0.010	0.000069261	1312
56	10	0.100	-0.000934591	1312
56	10	0.500	-0.005717763	1312
56	20	0.001	0.000009279	2176
56	20	0.010	-0.000015525	2176
56	20	0.100	-0.000945464	2176
56	20	0.500	-0.013523134	2176
56	50	0.001	-0.000042486	5416
56	50	0.010	0.000035995	5416
56	50	0.100	0.000047533	5416
56	50	0.500	-0.000793752	5416
56	100	0.001	-0.000027390	10468
56	100	0.010	-0.000018704	10468
56	100	0.100	-0.000040687	10468
56	100	0.500	0.000436543	10468
56	200	0.001	-0.000000552	19192
56	200	0.010	0.000009335	19192
56	200	0.100	-0.000379961	19192
56	200	0.500	-0.000093340	19192
56	500	0.001	-0.000000552	42880
56	500	0.010	0.000000751	42880
56	500	0.100	-0.000065191	42880
56	500	0.500	-0.000446521	42880
56	1000	0.001	-0.000000552	92380
56	1000	0.010	0.000001312	92380
56	1000	0.100	0.000021885	92380
56	1000	0.500	0.000002346	92380
57	2	0.001	-0.000128210	436
57	2	0.010	-0.000912435	436
57	2	0.100	-0.004156391	436
57	2	0.500	-0.003393029	436
57	5	0.001	-0.000028018	688
57	5	0.010	-0.000438630	688
57	5	0.100	0.011638190	688
57	5	0.500	-0.034942275	688
57	10	0.001	-0.000042461	1144
57	10	0.010	-0.000294625	1144
57	10	0.100	-0.001940393	1144
57	10	0.500	0.002440704	1144
57	20	0.001	0.000006495	2188
57	20	0.010	-0.000102985	2188
57	20	0.100	-0.001123811	2188
57	20	0.500	0.001380017	2188
57	50	0.001	-0.000010011	5416
57	50	0.010	-0.000019440	5416
57	50	0.100	-0.002149163	5416
57	50	0.500	-0.000206729	5416
57	100	0.001	-0.000011986	10180
57	100	0.010	0.000017102	10180
57	100	0.100	-0.000106637	10180
57	100	0.500	-0.000060794	10180
57	200	0.001	0.000000722	19012
57	200	0.010	0.000011791	19012
57	200	0.100	0.000309885	19012
57	200	0.500	0.000090283	19012
57	500	0.001	0.000000722	42532
57	500	0.010	-0.000019373	42532
57	500	0.100	-0.000029321	42532
57	500	0.500	-0.000269535	42532
57	1000	0.001	0.000000722	92404
57	1000	0.010	0.000001586	92404
57	1000	0.100	-0.000005546	92404
57	1000	0.500	0.000001974	92404
58	2	0.001	0.000546049	364
58	2	0.010	-0.000519894	364
58	2	0.100	-0.004527909	364
58	2	0.500	-0.002051683	364
58	5	0.001	0.000273191	784
58	5	0.010	0.002031802	784
58	5	0.100	0.025154031	784
58	5	0.500	-0.003475590	784
58	10	0.001	0.000003347	1324
58	10	0.010	-0.001552242	1324
58	10	0.100	-0.001424684	1324
58	10	0.500	-0.003292107	1324
58	20	0.001	-0.000024377	2248
58	20	0.010	0.000438984	2248
58	20	0.100	-0.004911753	2248
58	20	0.500	-0.002628455	2248
58	50	0.001	-0.000020992	5548
58	50	0.010	-0.000012550	5548
58	50	0.100	0.000124696	5548
58	50	0.500	0.000156173	5548
58	100	0.001	0.000002192	10408
58	100	0.010	0.000151255	10408
58	100	0.100	-0.000123022	10408
58	100	0.500	-0.000057824	10408
58	200	0.001	-0.000006421	19276
58	200	0.010	0.000002894	19276
58	200	0.100	0.000027907	19276
58	200	0.500	0.000156625	19276
58	500	0.001	-0.000006421	42880
58	500	0.010	-0.000013299	42880
58	500	0.100	-0.000154606	42880
58	500	0.500	-0.000576662	42880
58	1000	0.001	-0.000006421	92524
58	1000	0.010	-0.000015493	92524
58	1000	0.100	0.000027326	92524
58	1000	0.500	-0.000028302	92524
59	2	0.001	-0.000128854	328
59	2	0.010	-0.000067820	328
59	2	0.100	-0.001126475	328
59	2	0.500	-0.006843421	328
59	5	0.001	-0.000019147	688
59	5	0.010	0.000871772	688
59	5	0.100	-0.002595506	688
59	5	0.500	-0.001974168	688
59	10	0.001	0.000040067	1264
59	10	0.010	-0.000055125	1264
59	10	0.100	-0.006979876	1264
59	10	0.500	0.001027485	1264
59	20	0.001	0.000001962	2284
59	20	0.010	0.000010070	2284
59	20	0.100	0.003193336	2284
59	20	0.500	-0.000046846	2284
59	50	0.001	-0.000033308	5560
59	50	0.010	0.000199665	5560
59	50	0.100	-0.000506937	5560
59	50	0.500	0.000806735	5560
59	100	0.001	-0.000022572	10684
59	100	0.010	-0.000037106	10684
59	100	0.100	-0.000824935	10684
59	100	0.500	-0.000032078	10684
59	200	0.001	-0.000003755	19408
59	200	0.010	0.000005650	19408
59	200	0.100	0.000001649	19408
59	200	0.500	0.000021590	19408
59	500	0.001	-0.000003755	42688
59	500	0.010	-0.000025668	42688
59	500	0.100	-0.000322696	42688
59	500	0.500	0.000039979	42688
59	1000	0.001	-0.000003755	92728
59	1000	0.010	-0.000007279	92728
59	1000	0.100	0.000070715	92728
59	1000	0.500	0.000009623	92728
60	2	0.001	-0.000043397	352
60	2	0.010	0.000042793	352
60	2	0.100	0.053326441	352
60	2	0.500	-0.026038888	352
60	5	0.001	0.000169165	772
60	5	0.010	0.000595687	772
60	5	0.100	0.034983870	772
60	5	0.500	0.063159033	772
60	10	0.001	0.000077552	1228
60	10	0.010	-0.000767278	1228
60	10	0.100	0.008363221	1228
60	10	0.500	0.000017095	1228
60	20	0.001	-0.000043488	2296
60	20	0.010	-0.000015279	2296
60	20	0.100	-0.000240003	2296
60	20	0.500	0.003663594	2296
60	50	0.001	-0.000027055	5548
60	50	0.010	0.000002700	5548
60	50	0.100	-0.000127218	5548
60	50	0.500	0.001285178	5548
60	100	0.001	-0.000019046	10528
60	100	0.010	0.000011688	10528
60	100	0.100	0.000404065	10528
60	100	0.500	-0.004168656	10528
60	200	0.001	0.000008043	19072
60	200	0.010	0.000084879	19072
60	200	0.100	-0.000025950	19072
60	200	0.500	0.000075231	19072
60	500	0.001	0.000008043	42784
60	500	0.010	-0.000025852	42784
60	500	0.100	-0.000125893	42784
60	500	0.500	-0.000227689	42784
60	1000	0.001	0.000008043	92464
60	1000	0.010	-0.000007388	92464
60	1000	0.100	-0.000008372	92464
60	1000	0.500	0.000022892	92464
61	2	0.001	0.000388182	376
61	2	0.010	-0.001226773	376
61	2	0.100	0.019878250	376
61	2	0.500	-0.007802161	376
61	5	0.001	0.000026232	736
61	5	0.010	0.000057122	736
61	5	0.100	0.013951074	736
61	5	0.500	-0.042026355	736
61	10	0.001	0.000035724	1228
61	10	0.010	0.000611585	1228
61	10	0.100	0.007184001	1228
61	10	0.500	0.001071065	1228
61	20	0.001	-0.000004816	2236
61	20	0.010	-0.000076117	2236
61	20	0.100	-0.000420640	2236
61	20	0.500	0.001676648	2236
61	50	0.001	-0.000008260	5452
61	50	0.010	0.000017742	5452
61	50	0.100	-0.002048964	5452
61	50	0.500	-0.005096441	5452
61	100	0.001	0.000000023	10432
61	100	0.010	-0.000000070	10432
61	100	0.100	0.000136682	10432
61	100	0.500	0.001424538	10432
61	200	0.001	0.000003332	19096
61	200	0.010	-0.000012599	19096
61	200	0.100	-0.000015652	19096
61	200	0.500	0.000533031	19096
61	500	0.001	0.000003332	43012
61	500	0.010	-0.000015132	43012
61	500	0.100	-0.000018438	43012
61	500	0.500	-0.000003655	43012
61	1000	0.001	0.000003332	92440
61	1000	0.010	-0.000005442	92440
61	1000	0.100	0.000067670	92440
61	1000	0.500	0.000008831	92440
62	2	0.001	0.000326099	328
62	2	0.010	0.006922818	328
62	2	0.100	0.044001690	328
62	2	0.500	-0.032679219	328
62	5	0.001	-0.000000694	760
62	5	0.010	-0.000393270	760
62	5	0.100	-0.000540778	760
62	5	0.500	0.037518820	760
62	10	0.001	0.000012908	1240
62	10	0.010	-0.000782954	1240
62	10	0.100	0.013169526	1240
62	10	0.500	-0.003890833	1240
62	20	0.001	-0.000059074	2164
62	20	0.010	-0.000509886	2164
62	20	0.100	0.000124112	2164
62	20	0.500	0.000068641	2164
62	50	0.001	0.000011131	5404
62	50	0.010	-0.000003615	5404
62	50	0.100	0.000559832	5404
62	50	0.500	-0.006118858	5404
62	100	0.001	-0.000004851	10516
62	100	0.010	-0.000012618	10516
62	100	0.100	-0.000225961	10516
62	100	0.500	-0.000381464	10516
62	200	0.001	0.000006973	19204
62	200	0.010	0.000010588	19204
62	200	0.100	-0.001069115	19204
62	200	0.500	-0.000455059	19204
62	500	0.001	0.000006973	43144
62	500	0.010	-0.000017947	43144
62	500	0.100	-0.000015475	43144
62	500	0.500	-0.000285113	43144
62	1000	0.001	0.000006973	92548
62	1000	0.010	-0.000010654	92548
62	1000	0.100	0.000042009	92548
62	1000	0.500	0.000024736	92548
63	2	0.001	-0.000019356	352
63	2	0.010	-0.000965149	352
63	2	0.100	-0.001366476	352
63	2	0.500	-0.001841882	352
63	5	0.001	0.000005891	700
63	5	0.010	-0.000047827	700
63	5	0.100	-0.001193174	700
63	5	0.500	0.030811575	700
63	10	0.001	-0.000036613	1288
63	10	0.010	-0.000173041	1288
63	10	0.100	-0.000233116	1288
63	10	0.500	0.001344249	1288
63	20	0.001	-0.000026506	2200
63	20	0.010	-0.000197598	2200
63	20	0.100	-0.001431405	2200
63	20	0.500	0.000569540	2200
63	50	0.001	-0.000039004	5512
63	50	0.010	-0.000107497	5512
63	50	0.100	-0.000367864	5512
63	50	0.500	0.000555900	5512
63	100	0.001	-0.000019099	10228
63	100	0.010	-0.000024073	10228
63	100	0.100	0.000029810	10228
63	100	0.500	-0.001172182	10228
63	200	0.001	-0.000019401	19360
63	200	0.010	-0.000039465	19360
63	200	0.100	0.000065343	19360
63	200	0.500	-0.000630544	19360
63	500	0.001	-0.000019401	42508
63	500	0.010	-0.000026725	42508
63	500	0.100	-0.000030641	42508
63	500	0.500	-0.000006564	42508
63	1000	0.001	-0.000019401	92500
63	1000	0.010	0.000002155	92500
63	1000	0.100	0.000076273	92500
63	1000	0.500	-0.000011521	92500
64	2	0.001	0.000013284	424
64	2	0.010	-0.000201644	424
64	2	0.100	0.020790073	424
64	2	0.500	-0.048531021	424
64	5	0.001	-0.000002693	712
64	5	0.010	-0.000197378	712
64	5	0.100	0.036969228	712
64	5	0.500	0.035592844	712
64	10	0.001	-0.000009593	1288
64	10	0.010	-0.000496361	1288
64	10	0.100	-0.003481413	1288
64	10	0.500	0.000912658	1288
64	20	0.001	-0.000001882	2380
64	20	0.010	-0.000027197	2380
64	20	0.100	0.000223356	2380
64	20	0.500	-0.027271280	2380
64	50	0.001	0.000002169	5344
64	50	0.010	-0.000053769	5344
64	50	0.100	-0.000111165	5344
64	50	0.500	-0.001232629	5344
64	100	0.001	0.000003426	10228
64	100	0.010	0.000018236	10228
64	100	0.100	-0.000131938	10228
64	100	0.500	-0.002341895	10228
64	200	0.001	-0.000006552	19780
64	200	0.010	0.000029046	19780
64	200	0.100	-0.000382682	19780
64	200	0.500	-0.001165121	19780
64	500	0.001	-0.000006552	43120
64	500	0.010	-0.000005695	43120
64	500	0.100	-0.000285652	43120
64	500	0.500	0.000070237	43120
64	1000	0.001	-0.000006552	92404
64	1000	0.010	-0.000002613	92404
64	1000	0.100	0.000049559	92404
64	1000	0.500	0.000019534	92404
65	2	0.001	0.000433061	352
65	2	0.010	-0.000344861	352
65	2	0.100	-0.004871818	352
65	2	0.500	-0.002915836	352
65	5	0.001	0.000201758	712
65	5	0.010	-0.000470216	712
65	5	0.100	0.015704496	712
65	5	0.500	0.058615647	712
65	10	0.001	-0.000075034	1228
65	10	0.010	0.000093661	1228
65	10	0.100	0.001809414	1228
65	10	0.500	-0.029935039	1228
65	20	0.001	0.000006784	2176
65	20	0.010	0.000463471	2176
65	20	0.100	-0.002884809	2176
65	20	0.500	0.001560938	2176
65	50	0.001	0.000000430	5476
65	50	0.010	0.000326397	5476
65	50	0.100	0.002149258	5476
65	50	0.500	-0.000423449	5476
65	100	0.001	-0.000023080	10204
65	100	0.010	-0.000010312	10204
65	100	0.100	-0.000756049	10204
65	100	0.500	0.000691540	10204
65	200	0.001	-0.000007418	19132
65	200	0.010	0.000007455	19132
65	200	0.100	-0.000060692	19132
65	200	0.500	-0.000845217	19132
65	500	0.001	-0.000007418	42760
65	500	0.010	0.000000864	42760
65	500	0.100	0.000035730	42760
65	500	0.500	-0.000251951	42760
65	1000	0.001	-0.000007418	92368
65	1000	0.010	-0.000002552	92368
65	1000	0.100	0.000065760	92368
65	1000	0.500	0.000023541	92368
66	2	0.001	-0.000005562	340
66	2	0.010	0.000021091	340
66	2	0.100	-0.005863108	340
66	2	0.500	0.008837599	340
66	5	0.001	0.000247446	700
66	5	0.010	0.000024211	700
66	5	0.100	0.000803619	700
66	5	0.500	-0.008249343	700
66	10	0.001	0.000009483	1264
66	10	0.010	-0.000010931	1264
66	10	0.100	-0.000114475	1264
66	10	0.500	-0.005193721	1264
66	20	0.001	-0.000019604	2284
66	20	0.010	-0.000006504	2284
66	20	0.100	0.000374675	2284
66	20	0.500	-0.000279987	2284
66	50	0.001	-0.000018895	5500
66	50	0.010	0.000241302	5500
66	50	0.100	0.000130123	5500
66	50	0.500	0.006907929	5500
66	100	0.001	-0.000009171	10216
66	100	0.010	0.000136848	10216
66	100	0.100	-0.000037562	10216
66	100	0.500	-0.000403823	10216
66	200	0.001	0.000001905	19072
66	200	0.010	-0.000010913	19072
