i	delta
5028	-0.224250
5029	-0.140017
5030	0.076184
5031	0.028715
5032	0.224647
5033	0.220605
5034	0.014718
5035	0.199061
5036	-0.079627
5037	-0.100480
5038	0.172157
5039	0.148426
5040	-0.006137
5041	0.124896
5042	-0.185687
5043	0.056045
5044	0.024933
5045	-0.067484
5046	0.231919
5047	-0.122804
5048	-0.148469
5049	-0.037378
5050	0.219916
5051	-0.043957
5052	-0.203064
5053	0.004086
5054	-0.145015
5055	-0.164979
5056	-0.039980
5057	-0.085109
5058	0.046914
5059	-0.118399
5060	0.143413
5061	0.040642
5062	-0.182242
5063	-0.207022
5064	0.255438
5065	-0.118465
5066	-0.046104
5067	0.028915
5068	0.249077
5069	-0.062148
5070	-0.008659
5071	0.257654
5072	0.215736
5073	-0.142161
5074	-0.143943
5075	0.171379
5076	0.158333
5077	0.062369
5078	0.010045
5079	-0.237736
5080	-0.019295
5081	0.140313
5082	-0.047733
5083	-0.180945
5084	-0.168953
5085	-0.238802
5086	0.408678
5087	0.127762
5088	0.012256
5089	-0.040313
5090	-0.106366
5091	0.256855
5092	0.207818
5093	-0.159795
5094	-0.206378
5095	-0.111456
5096	0.148170
5097	0.076391
5098	0.142788
5099	0.213444
5100	0.115248
5101	0.100122
5102	0.143587
5103	-0.032130
5104	-0.009609
5105	-0.182528
5106	-0.067697
5107	0.085864
5108	0.113491
5109	0.161559
5110	0.038606
5111	0.134740
5112	0.090857
5113	-0.098475
5114	-0.166803
5115	0.003625
5116	-0.198602
5117	-0.081363
5118	-0.193145
5119	-0.163179
5120	-0.197581
5121	-0.011752
5122	-0.031798
5123	-0.248526
5124	0.008053
5125	0.065243
5126	-0.115602
5127	-0.047384
5128	-0.023439
5129	0.147233
5130	-0.102731
5131	-0.177310
5132	-0.166778
5133	0.081929
5134	0.158117
5135	-0.092008
5136	0.091565
5137	-0.091296
5138	-0.231138
5139	0.063772
5140	0.015619
5141	-0.116646
5142	0.088697
5143	-0.163360
5144	-0.182663
5145	-0.027917
5146	0.209282
5147	-0.121109
5148	0.007323
5149	0.222219
5150	-0.083301
5151	0.079550
5152	-0.011442
5153	-0.183364
5154	0.130961
5155	-0.095082
5156	0.229120
5157	0.170062
5158	-0.048380
5159	0.012084
5160	0.106963
5161	-0.093428
5162	-0.126727
5163	-0.182955
5164	0.074373
5165	0.174670
5166	-0.112885
5167	-0.032019
5168	0.184638
5169	-0.182055
5170	0.145552
5171	0.014355
5172	-0.170355
5173	0.033852
5174	0.219489
5175	-0.120994
5176	-0.192560
5177	0.168680
5178	-0.215841
5179	0.062089
5180	-0.155141
5181	-0.009302
5182	-0.201315
5183	-0.093693
5184	0.101276
5185	0.218364
5186	0.014949
5187	0.160852
5188	-0.056022
5189	-0.054329
5190	-0.040622
5191	-0.131002
5192	-0.005890
5193	-0.151141
5194	0.117798
5195	0.062974
5196	0.217290
5197	0.202668
5198	-0.180153
5199	-0.141848
5200	-0.160081
5201	-0.003414
5202	0.088575
5203	0.132159
5204	0.008605
5205	-0.219987
5206	-0.157506
5207	-0.120012
5208	-0.221183
5209	0.142679
5210	0.175205
5211	0.248671
5212	0.186062
5213	-0.100100
5214	0.155394
5215	0.188350
5216	-0.173561
5217	-0.163426
5218	-0.259801
5219	-0.177991
5220	-0.016104
5221	-0.064308
5222	0.079043
5223	0.093937
5224	-0.041039
5225	0.095831
5226	-0.116030
5227	0.108006
5228	0.103095
5229	0.156419
5230	-0.107478
5231	-0.077745
5232	-0.124078
5233	0.142937
5234	-0.116790
5235	0.198975
5236	0.216520
5237	-0.002891
5238	-0.063044
5239	0.020225
5240	-0.051881
5241	0.084956
5242	0.258946
5243	-0.142246
5244	0.195253
5245	-0.162145
5246	0.025540
5247	-0.029997
5248	0.027676
5249	0.050969
5250	0.023296
5251	-0.104850
5252	-0.196648
5253	-0.051731
5254	0.253464
5255	-0.064565
5256	0.195481
5257	-0.178651
5258	-0.101475
5259	0.116495
5260	0.007141
5261	0.060802
5262	-0.093550
5263	0.037016
5264	0.174695
5265	-0.102726
5266	0.208877
5267	-0.002350
5268	-0.142374
5269	0.073081
5270	-0.139306
5271	0.073497
5272	0.019729
5273	0.150972
5274	-0.125345
5275	0.087531
5276	-0.202255
5277	-0.118212
5278	0.080672
5279	0.195855
5280	0.034044
5281	0.197472
5282	-0.044301
5283	-0.206858
5284	-0.202686
5285	-0.175566
5286	-0.113089
5287	0.206765
5288	0.125023
5289	-0.128735
5290	0.109194
5291	-0.233155
5292	-0.023165
5293	-0.224231
5294	0.161040
5295	-0.158019
5296	0.059905
5297	-0.228656
5298	0.223833
5299	-0.109394
5300	-0.203545
5301	0.084148
5302	0.087728
5303	-0.062592
5304	0.178852
5305	0.218768
5306	0.237584
5307	-0.037190
5308	-0.168122
5309	-0.155072
5310	0.219620
5311	0.133625
5312	0.249516
5313	-0.121322
5314	0.045079
5315	0.077435
5316	-0.132797
5317	0.205459
5318	-0.065747
5319	0.174952
5320	0.176551
5321	0.096149
5322	-0.101114
5323	-0.113575
5324	0.428913
5325	-0.082984
5326	-0.079319
5327	0.066000
5328	-0.146939
5329	-0.135337
5330	-0.137941
5331	-0.020734
5332	0.075461
5333	0.149862
5334	0.006297
5335	-0.141088
5336	0.115245
5337	-0.175346
5338	-0.162832
5339	-0.116524
5340	-0.275518
5341	-0.133860
5342	-0.214055
5343	-0.177614
5344	0.040709
5345	-0.211949
5346	0.038962
5347	0.110235
5348	0.167596
5349	-0.024435
5350	-0.011567
5351	-0.143004
5352	0.042827
5353	0.143084
5354	0.162894
5355	0.014464
5356	0.036319
5357	0.040283
5358	0.098737
5359	-0.095993
5360	0.046561
5361	-0.040154
5362	-0.165435
5363	0.021974
5364	-0.226105
5365	0.014144
5366	-0.147246
5367	0.109355
5368	-0.169160
5369	0.047127
5370	0.215056
5371	0.236356
5372	-0.006301
5373	0.053085
5374	0.094181
5375	0.208083
5376	0.024031
5377	0.068543
5378	-0.012064
5379	0.247729
5380	0.237869
5381	0.228355
5382	0.257813
5383	0.096137
5384	-0.197551
5385	0.012138
5386	0.003380
5387	-0.115413
5388	-0.129092
5389	-0.003188
5390	0.205241
5391	-0.008376
5392	-0.218327
5393	-0.291162
5394	0.107366
5395	-0.072419
5396	-0.171748
5397	-0.052074
5398	-0.234117
5399	-0.170125
5400	-0.180305
5401	0.174440
5402	-0.292761
5403	0.229269
5404	-0.019453
5405	0.189664
5406	-0.009595
5407	-0.091385
5408	0.239989
5409	-0.224063
5410	0.158026
5411	-0.277007
5412	-0.176731
5413	-0.088241
5414	0.157354
5415	-0.098566
5416	0.226957
5417	0.186962
5418	0.251910
5419	-0.160206
5420	-0.083015
5421	0.062724
5422	0.087799
5423	0.190849
5424	0.244792
5425	-0.194782
5426	-0.089013
5427	0.210350
5428	0.201644
5429	-0.206496
5430	-0.038505
5431	-0.018574
5432	0.072561
5433	-0.124297
5434	-0.229182
5435	0.000171
5436	-0.104734
5437	-0.019481
5438	-0.193510
5439	0.196854
5440	-0.230653
5441	-0.029456
5442	0.115791
5443	0.134286
5444	-0.134551
5445	0.044618
5446	-0.167584
5447	-0.007069
5448	-0.121853
5449	0.075121
5450	-0.017649
5451	0.073089
5452	0.198023
5453	0.066774
5454	-0.181122
5455	0.159514
5456	0.201270
5457	0.018116
5458	0.213176
5459	-0.033289
5460	0.028107
5461	0.149631
5462	0.120234
5463	0.035697
5464	-0.227274
5465	-0.093730
5466	-0.049340
5467	0.055748
5468	0.185329
5469	0.243697
5470	0.217808
5471	-0.105057
5472	0.158529
5473	-0.009882
5474	0.096740
5475	0.235140
5476	0.222333
5477	-0.000161
5478	0.297382
5479	0.293824
5480	0.096498
5481	0.047862
5482	-0.048677
5483	0.258964
5484	0.000534
5485	-0.076400
5486	0.033389
5487	0.123461
5488	0.221343
5489	0.182656
5490	-0.123158
5491	-0.212073
5492	-0.139038
5493	0.163316
5494	-0.047889
5495	0.104202
5496	-0.247435
5497	-0.278628
5498	0.117917
5499	-0.036122
5500	-0.019293
5501	-0.096160
5502	-0.250239
5503	-0.281910
5504	0.111631
5505	0.078903
5506	-0.093693
5507	-0.096965
5508	0.079319
5509	-0.064029
5510	-0.097483
5511	0.041132
5512	0.135138
5513	-0.179474
5514	0.030610
5515	-0.005118
5516	-0.222450
5517	0.031883
5518	0.159080
5519	-0.081723
5520	0.051371
5521	-0.073610
5522	-0.168401
5523	-0.217668
5524	0.069347
5525	0.095664
5526	0.155559
5527	0.139242
5528	0.206661
5529	-0.279093
5530	-0.142951
5531	-0.247708
5532	0.091990
5533	-0.188487
5534	-0.221989
5535	-0.236992
5536	-0.005458
5537	0.144062
5538	0.185488
5539	0.070663
5540	0.031008
5541	-0.037255
5542	0.158393
5543	-0.218189
5544	0.124106
5545	0.164290
5546	-0.174553
5547	-0.143244
5548	0.122367
5549	-0.115653
5550	0.232747
5551	0.359470
5552	0.232328
5553	-0.044794
5554	0.163459
5555	0.140931
5556	-0.100996
5557	0.101102
5558	0.116502
5559	-0.135394
5560	0.074984
5561	-0.115392
5562	0.157223
5563	-0.010634
5564	-0.063867
5565	-0.187721
5566	-0.156134
5567	-0.090841
5568	-0.199298
5569	-0.057255
5570	0.070418
5571	0.212309
5572	-0.066436
5573	-0.023818
5574	0.076518
5575	0.117180
5576	-0.172162
5577	0.035327
5578	-0.056421
5579	-0.250347
5580	0.168025
5581	-0.085127
5582	0.039632
5583	-0.072537
5584	0.074201
5585	-0.003221
5586	0.023194
5587	-0.141713
5588	-0.187287
5589	-0.021517
5590	-0.118016
5591	-0.116377
5592	-0.250429
5593	0.198638
5594	0.124346
5595	0.155225
5596	-0.108472
5597	0.049809
5598	-0.149665
5599	0.101654
5600	0.073608
5601	0.218309
5602	0.149769
5603	0.118889
5604	0.078076
5605	0.034762
5606	0.280998
5607	0.053778
5608	-0.005306
5609	0.225867
5610	-0.034644
5611	-0.037365
5612	0.095203
5613	0.021974
5614	-0.079143
5615	0.125856
5616	0.115715
5617	0.067514
5618	0.052904
5619	-0.217891
5620	0.108492
5621	0.044327
5622	0.168732
5623	-0.211769
5624	-0.214059
5625	-0.222711
5626	0.009237
5627	-0.214554
5628	0.140897
5629	-0.004404
5630	-0.228888
5631	-0.216477
5632	0.003498
5633	-0.205318
5634	0.056807
5635	0.136236
5636	0.060329
5637	0.032938
5638	-0.154409
5639	-0.043153
5640	-0.273202
5641	0.097763
5642	0.103950
5643	0.082954
5644	-0.117242
5645	-0.020440
5646	-0.157300
5647	0.094635
5648	0.082223
5649	0.192621
5650	-0.112146
5651	0.077551
5652	0.009597
5653	-0.042178
5654	0.111542
5655	-0.024064
5656	-0.231426
5657	-0.024001
5658	-0.030982
5659	-0.194464
5660	0.034964
5661	0.101995
5662	-0.230015
5663	-0.241034
5664	-0.198492
5665	0.106551
5666	0.194678
5667	0.048097
5668	0.190467
5669	-0.160835
5670	0.025994
5671	-0.177560
5672	-0.111342
5673	0.056107
5674	-0.180847
5675	-0.193729
5676	-0.034360
5677	0.144124
5678	-0.085761
5679	0.136707
5680	-0.144016
5681	-0.014367
5682	-0.163273
5683	0.017892
5684	0.215779
5685	0.224601
5686	0.192191
5687	0.059337
5688	-0.150310
5689	0.258225
5690	-0.010142
5691	0.227596
5692	0.194925
5693	0.116153
5694	0.084915
5695	-0.107003
5696	-0.151256
5697	-0.064124
5698	-0.003630
5699	-0.190674
5700	-0.054607
5701	-0.131308
5702	-0.013866
5703	0.150910
5704	-0.003452
5705	-0.195878
5706	0.061345
5707	-0.207846
5708	0.186301
5709	0.126548
5710	-0.048124
5711	0.142846
5712	0.058379
5713	0.215816
5714	-0.282511
5715	0.084203
5716	0.162592
5717	-0.067180
5718	-0.146306
5719	0.131260
5720	0.038699
5721	0.160565
5722	-0.224903
5723	-0.139089
5724	0.187363
5725	-0.112152
5726	-0.162214
5727	0.139576
5728	0.049442
5729	0.126610
5730	-0.180042
5731	-0.024559
5732	-0.012365
5733	0.041437
5734	-0.038633
5735	-0.205841
5736	0.185400
5737	0.226524
5738	-0.064124
5739	-0.048047
5740	-0.251151
5741	0.004785
5742	-0.072813
5743	-0.271502
5744	0.160119
5745	-0.497283
5746	0.963271
5747	0.536073
5748	-0.407690
5749	-0.120176
5750	0.409986
5751	-0.075151
5752	-0.005240
5753	-0.223540
5754	-0.041773
5755	0.223092
5756	0.067448
5757	-0.044658
5758	0.186978
5759	0.054246
5760	0.067448
5761	0.204497
5762	-0.053196
5763	-0.218235
5764	0.132992
5765	-0.000845
5766	0.189370
5767	-0.103718
5768	-0.096477
5769	0.060044
5770	0.008278
5771	-0.202646
5772	-0.100784
5773	-0.215417
5774	-0.055371
5775	-0.207135
5776	-0.200288
5777	-0.019124
5778	-0.102124
5779	-0.069386
5780	-0.013663
5781	-0.137642
5782	0.222113
5783	0.002063
5784	0.039737
5785	0.149730
5786	-0.056443
5787	0.083513
5788	-0.239556
5789	-0.137076
5790	0.128322
5791	0.104458
5792	0.160338
5793	-0.172086
5794	-0.140144
5795	0.160083
5796	0.086799
5797	0.011500
5798	0.007343
5799	-0.143764
5800	0.081971
5801	0.036910
5802	0.035067
5803	0.192947
5804	-0.052829
5805	0.219694
5806	0.102741
5807	-0.094462
5808	0.227763
5809	-0.070188
5810	-0.107951
5811	0.037276
5812	0.154439
5813	0.197102
5814	-0.183876
5815	-0.073703
5816	-0.036353
5817	-0.201646
5818	0.054719
5819	0.001017
5820	-0.191767
5821	0.229987
5822	-0.196748
5823	-0.206674
5824	0.232926
5825	0.138183
5826	-0.286988
5827	-0.005529
5828	0.134940
5829	0.281250
5830	0.087495
5831	0.283181
5832	-0.275518
5833	0.065132
5834	-0.145391
5835	-0.143286
5836	0.038182
5837	0.099011
5838	-0.166954
5839	0.096517
5840	-0.268814
5841	0.251557
5842	-0.017409
5843	0.024603
5844	-0.059172
5845	-0.090752
5846	-0.054188
5847	0.168124
5848	0.041405
5849	-0.177952
5850	-0.061687
5851	0.052126
5852	0.145091
5853	0.029292
5854	0.114010
5855	-0.207979
5856	0.073110
5857	-0.236424
5858	0.066585
5859	0.200153
5860	-0.008156
5861	0.177678
5862	-0.227511
5863	-0.063424
5864	0.210589
5865	-0.031032
5866	-0.238478
5867	-0.000946
5868	-0.015626
5869	-0.172879
5870	0.218977
5871	0.218028
5872	-0.164626
5873	0.174726
5874	0.169686
5875	-0.025896
5876	-0.029729
5877	-0.103628
5878	0.229657
5879	0.125246
5880	0.211594
5881	0.148216
5882	0.105196
5883	-0.038710
5884	-0.143777
5885	-0.033580
5886	0.252554
5887	0.177237
5888	0.076819
5889	-0.132665
5890	-0.032632
5891	-0.168187
5892	0.049206
5893	-0.245379
5894	-0.221481
5895	-0.108613
5896	-0.230907
5897	0.103296
5898	0.016147
5899	0.197350
5900	-0.253397
5901	0.174881
5902	0.062616
5903	0.188071
5904	-0.262326
5905	-0.275573
5906	0.094603
5907	0.197330
5908	0.180137
5909	-0.127547
5910	-0.260335
5911	-0.014237
5912	0.186308
5913	-0.211369
5914	-0.273939
5915	-0.058986
5916	0.050797
5917	0.013045
5918	0.039878
5919	-0.207549
5920	-0.134869
5921	0.045901
5922	-0.205745
5923	0.164756
5924	0.019960
5925	0.102613
5926	0.039769
5927	-0.129981
5928	0.175479
5929	0.068912
5930	-0.002719
5931	-0.111764
5932	0.129144
5933	-0.031119
5934	-0.181391
5935	0.001424
5936	-0.185778
5937	-0.291898
5938	0.121445
5939	0.077333
5940	0.093136
5941	-0.124704
5942	0.009800
5943	0.089790
5944	0.028877
5945	0.092340
5946	-0.010396
5947	0.166117
5948	-0.681695
5949	-0.577112
5950	-1.045783
5951	-0.577224
5952	0.029676
5953	0.276999
5954	-0.177143
5955	-0.157215
5956	-0.131068
5957	-0.142022
5958	-0.196358
5959	0.102371
5960	0.040959
5961	-0.087458
5962	-0.048161
5963	-0.059278
5964	0.185544
5965	-0.105130
5966	0.009299
5967	0.303232
5968	-0.178534
5969	0.236981
5970	-0.025642
5971	0.066833
5972	-0.102637
5973	-0.173268
5974	-0.135918
5975	-0.012459
5976	0.146741
5977	-0.054741
5978	0.282472
5979	0.316016
5980	0.197470
5981	0.035137
5982	0.038330
5983	0.008964
5984	-0.159510
5985	-0.015375
5986	0.106073
5987	0.276634
5988	0.325313
5989	0.196953
5990	0.256804
5991	0.329678
5992	0.272475
5993	0.409585
5994	0.049477
5995	-0.106127
5996	0.393556
5997	0.074916
5998	0.325501
5999	0.200220
6000	-0.195503
6001	-0.186086
6002	-0.161428
6003	-0.224056
6004	0.232678
6005	0.034880
6006	0.181513
6007	-0.280754
6008	0.237129
6009	0.160164
6010	0.255294
6011	-0.091632
6012	-0.166989
6013	0.187408
6014	0.009706
6015	-0.181091
6016	0.000894
6017	0.143012
6018	-0.108042
6019	-0.269984
6020	0.110892
6021	-0.160152
6022	-0.295710
6023	-0.191170
6024	-0.033030
6025	0.106980
6026	-0.135246
6027	0.181717
6028	-0.144259
6029	-0.253653
6030	-0.265634
6031	0.033590
6032	0.090945
6033	0.068457
6034	-0.234050
6035	-0.120425
6036	-0.206292
6037	0.057133
6038	0.106616
6039	-0.137127
6040	-0.239732
6041	-0.191090
6042	0.147817
6043	-0.203383
6044	-0.100543
6045	0.203556
6046	0.101693
6047	0.081725
6048	0.138239
6049	-0.130119
6050	-0.193698
6051	0.198597
6052	0.118669
6053	-0.169188
6054	0.169902
6055	0.129425
6056	-0.020081
6057	0.049053
6058	-0.206161
6059	-0.000566
6060	-0.273028
6061	0.253061
6062	-0.260561
6063	0.059495
6064	0.013804
6065	-0.100891
6066	0.043840
6067	-0.193517
6068	0.156182
6069	-0.116852
6070	-0.084445
6071	-0.109903
6072	-0.095744
6073	-0.061309
6074	0.226732
6075	-0.035208
6076	0.004029
6077	0.046953
6078	0.203767
6079	0.129615
6080	0.050504
6081	0.137417
6082	-0.104218
6083	0.070004
6084	-0.096914
6085	-0.132989
6086	-0.088292
6087	0.146407
6088	-0.081620
6089	0.099609
6090	-0.161232
6091	-0.192375
6092	-0.125769
6093	0.039792
6094	0.061261
6095	0.147593
6096	-0.201200
6097	0.080119
6098	-0.099862
6099	-0.102261
6100	0.193007
6101	0.246910
6102	-0.104736
6103	-0.069529
6104	-0.125095
6105	-0.188396
6106	0.128446
6107	0.035427
6108	-0.090244
6109	0.094289
6110	0.241820
6111	-0.080321
6112	-0.205841
6113	0.195053
6114	0.114662
6115	-0.135995
6116	-0.063092
6117	-0.142623
6118	0.140078
6119	-0.042315
6120	-0.088522
6121	0.035817
6122	0.189889
6123	-0.092965
6124	-0.059139
6125	-0.091132
6126	-0.172603
6127	-0.059453
6128	-0.200418
6129	0.141500
6130	0.113188
6131	-0.034620
6132	0.010724
6133	0.119537
6134	0.160543
6135	-0.017078
6136	0.112263
6137	-0.117943
6138	-0.152999
6139	0.203400
6140	0.245861
6141	-0.121785
6142	-0.028249
6143	-0.077624
6144	-0.132219
6145	0.161452
6146	0.268133
6147	-0.095726
6148	-0.081209
6149	0.076955
6150	0.125141
6151	-0.116114
6152	-0.101698
6153	0.240669
6154	-0.166360
6155	-0.024050
6156	-0.022238
6157	0.008805
6158	0.201127
6159	0.035240
6160	0.166377
6161	-0.061047
6162	-0.012402
6163	0.083819
6164	0.187757
6165	0.038800
6166	-0.276022
6167	-0.100090
6168	-0.100857
6169	-0.097158
6170	0.031303
6171	0.152745
6172	0.069117
6173	-0.029379
6174	0.130325
6175	0.198379
6176	0.337324
6177	0.251201
6178	0.118778
6179	0.014180
6180	0.305451
6181	-0.280537
6182	-0.209911
6183	0.024476
6184	0.249370
6185	0.280813
6186	-0.184746
6187	-0.194943
6188	0.135945
6189	0.185705
6190	0.320413
6191	-0.192624
6192	0.391515
6193	0.274078
6194	0.205880
6195	-0.070044
6196	-0.076723
6197	-0.139765
6198	-0.287498
6199	0.221527
6200	0.172929
6201	-0.270571
6202	-0.087112
6203	-0.038651
6204	-0.239038
6205	-0.118443
6206	0.142347
6207	0.152269
6208	-0.132222
6209	-0.116604
6210	0.055455
6211	0.167972
6212	-0.285466
6213	-0.232036
6214	-0.072572
6215	0.124285
6216	-0.044388
6217	0.003313
6218	-0.144357
6219	-0.036793
6220	-0.216486
6221	-0.046394
6222	-0.278679
6223	0.034025
6224	-0.232477
6225	0.178599
6226	0.068127
6227	-0.057650
6228	0.155329
6229	-0.111391
6230	0.036346
6231	-0.004499
6232	0.035962
6233	0.113093
6234	-0.190729
6235	0.075919
6236	-0.055360
6237	0.217188
6238	-0.033438
6239	-0.066321
6240	-0.212818
6241	0.085161
6242	-0.205506
6243	-0.058585
6244	-0.044078
6245	-0.174805
6246	0.077439
6247	-0.041755
6248	0.178816
6249	0.182831
6250	0.001994
6251	0.206680
6252	-0.087067
6253	-0.179209
6254	0.105086
6255	0.173369
6256	-0.009221
6257	0.038364
6258	-0.123343
6259	0.234321
6260	-0.257780
6261	-0.202611
6262	0.069888
6263	-0.136369
6264	0.103420
6265	0.015423
6266	-0.071801
6267	0.049838
6268	0.248356
6269	-0.085186
6270	-0.402907
6271	-0.061542
6272	-0.325342
6273	0.002330
6274	-0.187746
6275	0.247467
6276	-0.068118
6277	0.103945
6278	0.127920
6279	0.264680
6280	-0.232585
6281	-0.348848
6282	-0.097491
6283	-0.249722
6284	-0.011856
6285	-0.096635
6286	0.012666
6287	-0.284703
6288	-0.138001
6289	-0.421735
6290	0.133620
6291	-0.001742
6292	0.261712
6293	-0.029417
6294	0.261028
6295	-0.148317
6296	0.127488
6297	-0.020047
6298	-0.141014
6299	0.130583
6300	0.272526
6301	0.174526
6302	-0.067459
6303	0.248192
6304	-0.105505
6305	0.242559
6306	0.236254
6307	-0.195011
6308	-0.139711
6309	0.058391
6310	-0.198350
6311	0.239410
6312	0.213499
6313	-0.003873
6314	0.209842
6315	0.162706
6316	0.108386
6317	0.182713
6318	0.096530
6319	0.173136
6320	-0.170363
6321	-0.129656
6322	0.221658
6323	-0.082104
6324	0.083561
6325	-0.111291
6326	0.133204
6327	0.180415
6328	0.082580
6329	-0.064098
6330	0.166973
6331	-0.012621
6332	0.048784
6333	0.010759
6334	-0.174323
6335	-0.159841
6336	-0.033103
6337	0.091199
6338	0.033835
6339	0.104913
6340	0.094059
6341	0.054909
6342	0.089484
6343	0.192027
6344	-0.012434
6345	0.163932
6346	0.073219
6347	0.150919
6348	0.096691
6349	-0.192811
6350	0.029704
6351	0.199207
6352	-0.129113
6353	-0.207958
6354	-0.249780
6355	0.130260
6356	-0.024144
6357	-0.037854
6358	0.076514
6359	0.073405
6360	-0.147382
6361	0.219034
6362	0.053240
6363	0.196865
6364	-0.233306
6365	-0.154207
6366	-0.242996
6367	0.143447
6368	-0.229075
6369	-0.002251
6370	-0.237676
6371	0.040983
6372	-0.081449
6373	-0.160991
6374	0.199949
6375	0.151526
6376	-0.157934
6377	-0.074652
6378	-0.019796
6379	0.039908
6380	-0.048135
6381	0.163538
6382	-0.063911
6383	-0.029455
6384	0.173751
6385	-0.101855
6386	-0.077588
6387	0.044232
6388	0.078756
6389	0.185140
6390	0.130647
6391	0.066521
6392	-0.061932
6393	-0.008866
6394	0.193636
6395	-0.053200
6396	0.176545
6397	-0.021911
6398	-0.031006
6399	-0.163198
6400	-0.031134
6401	-0.104709
6402	0.216145
6403	-0.046444
6404	-0.085313
6405	-0.061897
6406	0.145966
6407	-0.034838
6408	0.020976
6409	-0.178329
6410	-0.189016
6411	0.162858
6412	0.097872
6413	-0.130026
6414	0.000881
6415	-0.138210
6416	-0.038402
6417	-0.151012
6418	0.122286
6419	0.226538
6420	-0.134366
6421	0.187862
6422	0.176313
6423	0.048653
6424	-0.017112
6425	-0.185037
6426	-0.195149
6427	0.145228
6428	-0.108188
6429	-0.176725
6430	-0.191632
6431	0.081460
6432	0.127691
6433	0.109627
6434	0.003886
6435	-0.126043
6436	-0.186927
6437	0.103562
6438	0.224659
6439	-0.206930
6440	-0.227032
6441	0.188694
6442	-0.154971
6443	-0.133116
6444	0.092730
6445	0.023567
6446	-0.010578
6447	-0.094337
6448	-0.220421
6449	-0.018723
6450	0.104771
6451	-0.062846
6452	0.086565
6453	-0.199335
6454	-0.079199
6455	-0.201135
6456	-0.182340
6457	-0.203669
6458	-0.181472
6459	-0.167281
6460	0.201730
6461	0.163139
6462	-0.218205
6463	0.241998
6464	0.100885
6465	0.010840
6466	-0.054751
6467	-0.018332
6468	0.044256
6469	-0.150827
6470	0.177730
6471	0.211422
6472	-0.051807
6473	-0.060485
6474	-0.023377
6475	-0.066261
6476	0.041045
6477	0.191043
6478	0.124920
6479	0.098151
6480	0.164288
6481	0.123976
6482	0.043381
6483	-0.172350
6484	0.034066
6485	-0.107285
6486	0.001797
6487	0.073633
6488	0.019879
6489	0.164861
6490	-0.196952
6491	0.252375
6492	0.208701
6493	0.205834
6494	-0.190126
6495	-0.049753
6496	0.026931
6497	-0.132309
6498	0.196261
6499	-0.267140
6500	-0.068298
6501	-0.056178
6502	0.181835
6503	-0.117857
6504	0.129521
6505	0.180459
6506	0.193976
6507	-0.064205
6508	0.102463
6509	-0.136722
6510	0.218699
6511	0.053730
6512	0.102295
6513	-0.105758
6514	0.017664
6515	0.156356
6516	-0.177068
6517	-0.215933
6518	0.226138
6519	-0.192464
6520	0.133971
6521	-0.190179
6522	0.056073
6523	-0.132699
6524	0.180249
6525	-0.158749
6526	-0.024358
6527	-0.044167
6528	0.206978
6529	-0.175943
6530	0.109760
6531	-0.040811
6532	0.086283
6533	-0.109255
6534	-0.055364
6535	0.151028
6536	0.049705
6537	-0.249127
6538	0.060810
6539	-0.117285
6540	-0.223436
6541	0.020894
6542	0.074017
6543	0.095082
6544	-0.069517
6545	0.005781
6546	0.161102
6547	0.078682
6548	-0.203104
6549	0.120641
6550	-0.035613
6551	-0.161463
6552	-0.075669
6553	-0.022171
6554	0.219455
6555	-0.138894
6556	-0.020348
6557	0.119822
6558	0.061752
6559	0.011255
6560	0.124969
6561	0.205496
6562	0.098810
6563	-0.060825
6564	0.238744
6565	0.282999
6566	0.043269
6567	0.232016
6568	-0.014138
6569	0.042089
6570	-0.018441
6571	-0.098238
6572	-0.080743
6573	-0.242697
6574	-0.164240
6575	-0.012556
6576	0.147203
6577	-0.008644
6578	-0.038080
6579	-0.042153
6580	0.117641
6581	-0.213167
6582	-0.037821
6583	-0.074766
6584	0.039524
6585	0.036661
6586	0.038602
6587	-0.122725
6588	0.142771
6589	-0.193542
6590	0.023774
6591	-0.126054
6592	-0.177006
6593	-0.145440
6594	0.118116
6595	0.127172
6596	0.176743
6597	0.178973
6598	0.038824
6599	0.210801
6600	-0.031127
6601	-0.084997
6602	-0.046328
6603	-0.054071
6604	0.051150
6605	0.077842
6606	0.047940
6607	0.204744
6608	-0.047810
6609	0.162968
6610	-0.014360
6611	-0.163217
6612	0.100912
6613	-0.274483
6614	0.051548
6615	-0.263396
6616	0.208625
6617	0.110285
6618	-0.256704
6619	0.033627
6620	-0.185201
6621	0.035195
6622	0.193990
6623	0.130827
6624	-0.117188
6625	-0.021991
6626	0.005785
6627	-0.211574
6628	-0.170186
6629	-0.240461
6630	0.183267
6631	0.155862
6632	0.188578
6633	0.012495
6634	-0.254837
6635	-0.193678
6636	-0.062142
6637	0.007338
6638	-0.274062
6639	-0.244164
6640	-0.523338
6641	0.202670
6642	0.124722
6643	-0.114896
6644	0.085244
6645	-0.188282
6646	0.054109
6647	-0.092931
6648	0.154684
6649	-0.002475
6650	0.015722
6651	-0.144994
6652	-0.223547
6653	0.140428
6654	0.030418
6655	0.220958
6656	0.211860
6657	-0.083474
6658	0.101057
6659	0.222813
6660	0.254093
6661	0.248035
6662	-0.088535
6663	0.058123
6664	-0.089335
6665	0.086579
6666	0.101940
6667	-0.081344
6668	0.006210
6669	-0.043071
6670	-0.109453
6671	-0.168351
6672	-0.006116
6673	-0.177089
