i	delta
8982	0.195832
8983	0.061765
8984	-0.125740
8985	0.058313
8986	0.050563
8987	0.083516
8988	-0.246030
8989	-0.103389
8990	0.125563
8991	-0.178705
8992	0.189978
8993	-0.210159
8994	0.076774
8995	0.232371
8996	0.136180
8997	-0.132677
8998	0.142012
8999	0.135056
9000	-0.090630
9001	-0.108277
9002	0.106402
9003	-0.141334
9004	0.197203
9005	0.138835
9006	-0.083349
9007	-0.010834
9008	-0.002954
9009	0.195188
9010	0.104943
9011	0.180022
9012	-0.183905
9013	0.255198
9014	-0.189363
9015	0.250276
9016	-0.204846
9017	0.062178
9018	0.114443
9019	-0.157943
9020	-0.018554
9021	-0.144482
9022	0.116224
9023	-0.222156
9024	-0.046819
9025	-0.203085
9026	0.057784
9027	-0.106750
9028	-0.267970
9029	-0.302430
9030	-0.302105
9031	-0.008561
9032	0.033621
9033	0.010695
9034	0.026532
9035	-0.280589
9036	-0.087849
9037	0.121173
9038	-0.103339
9039	-0.084818
9040	0.153804
9041	0.003401
9042	0.035933
9043	0.088795
9044	-0.179096
9045	0.063509
9046	0.176372
9047	-0.093861
9048	0.092110
9049	0.180576
9050	0.089330
9051	-0.050022
9052	0.022539
9053	-0.181094
9054	-0.016153
9055	0.156175
9056	-0.117063
9057	0.129577
9058	-0.159479
9059	0.062268
9060	-0.032006
9061	0.164626
9062	0.026302
9063	-0.028385
9064	-0.063271
9065	-0.271338
9066	-0.260973
9067	-0.229182
9068	0.053551
9069	-0.185945
9070	-0.027089
9071	0.039025
9072	-0.099236
9073	0.051460
9074	0.113487
9075	0.232258
9076	-0.151793
9077	0.108535
9078	0.075177
9079	0.179303
9080	-0.192159
9081	0.196986
9082	-0.181616
9083	0.214456
9084	0.137309
9085	-0.175093
9086	-0.145442
9087	0.219737
9088	0.016735
9089	0.163993
9090	0.256816
9091	-0.143954
9092	0.125875
9093	0.137641
9094	0.082013
9095	0.229285
9096	-0.223142
9097	-0.213409
9098	0.037631
9099	-0.112567
9100	-0.248741
9101	0.098006
9102	-0.141823
9103	-0.179411
9104	0.171077
9105	0.064057
9106	-0.105652
9107	0.039563
9108	0.236888
9109	0.241698
9110	-0.043703
9111	0.176513
9112	0.042043
9113	-0.136066
9114	-0.101709
9115	-0.029045
9116	-0.043336
9117	-0.219062
9118	0.042545
9119	0.008414
9120	0.035989
9121	-0.190633
9122	-0.201433
9123	0.045163
9124	-0.025281
9125	0.198151
9126	0.129349
9127	0.015637
9128	-0.009563
9129	-0.185081
9130	0.190361
9131	-0.215214
9132	-0.154895
9133	-0.083300
9134	0.168954
9135	0.032382
9136	0.014383
9137	0.036646
9138	0.229771
9139	0.177478
9140	-0.028344
9141	0.128962
9142	-0.098041
9143	0.121959
9144	-0.036046
9145	0.156076
9146	-0.093392
9147	0.154367
9148	-0.004352
9149	-0.204802
9150	-0.233707
9151	-0.172706
9152	-0.115886
9153	-0.214063
9154	0.213480
9155	-0.091824
9156	-0.167607
9157	0.211426
9158	0.071396
9159	0.007624
9160	0.001410
9161	-0.183281
9162	0.072368
9163	-0.108149
9164	-0.182807
9165	-0.192491
9166	0.131533
9167	-0.127979
9168	-0.032991
9169	0.263242
9170	-0.087001
9171	0.137084
9172	0.206787
9173	-0.164935
9174	-0.045213
9175	-0.103444
9176	0.005997
9177	-0.161839
9178	-0.111990
9179	0.170199
9180	-0.126756
9181	-0.038430
9182	-0.083486
9183	0.105330
9184	-0.070529
9185	-0.108611
9186	-0.075540
9187	-0.020200
9188	-0.202597
9189	-0.124158
9190	0.059428
9191	-0.163218
9192	-0.103014
9193	-0.030702
9194	0.102590
9195	0.276473
9196	0.214458
9197	0.242916
9198	0.279278
9199	0.264961
9200	0.248359
9201	0.154109
9202	-0.111931
9203	-0.025925
9204	0.051892
9205	-0.049564
9206	-0.060411
9207	0.256158
9208	0.110307
9209	0.074583
9210	-0.127577
9211	0.196789
9212	0.073477
9213	0.400933
9214	-0.062299
9215	0.085747
9216	0.134363
9217	0.204489
9218	-0.039814
9219	-0.201928
9220	-0.171225
9221	0.255459
9222	0.179081
9223	0.102236
9224	-0.063647
9225	-0.160646
9226	0.087943
9227	0.216977
9228	0.262405
9229	-0.146381
9230	-0.130085
9231	-0.282511
9232	0.140940
9233	0.261164
9234	-0.118255
9235	-0.174904
9236	-0.023842
9237	-0.003976
9238	-0.270953
9239	-0.079675
9240	0.140535
9241	0.212638
9242	0.212656
9243	-0.172051
9244	-0.143633
9245	0.180897
9246	0.005071
9247	0.195301
9248	0.067889
9249	-0.166564
9250	0.041476
9251	-0.015356
9252	0.046412
9253	-0.179239
9254	0.200419
9255	-0.240763
9256	0.078246
9257	0.219186
9258	0.060860
9259	-0.159424
9260	0.043656
9261	-0.270953
9262	0.075380
9263	-0.073999
9264	0.190758
9265	-0.196233
9266	-0.060530
9267	-0.299702
9268	0.104174
9269	-0.071391
9270	0.133949
9271	-0.254924
9272	-0.145200
9273	-0.167521
9274	-0.279581
9275	-0.067560
9276	0.169396
9277	0.232461
9278	0.232180
9279	0.284574
9280	0.022932
9281	-0.008337
9282	0.076878
9283	0.033914
9284	-0.025995
9285	0.078590
9286	-0.035421
9287	0.060671
9288	-0.129268
9289	-0.185293
9290	0.213222
9291	0.046265
9292	0.189041
9293	-0.106378
9294	0.067389
9295	-0.133481
9296	-0.133606
9297	-0.151164
9298	0.081750
9299	-0.127190
9300	-0.084084
9301	-0.171612
9302	-0.072679
9303	0.061903
9304	-0.130718
9305	0.214947
9306	0.050512
9307	-0.012194
9308	-0.220135
9309	-0.084898
9310	0.019308
9311	-0.070864
9312	-0.145238
9313	-0.147880
9314	0.129070
9315	-0.123562
9316	-0.018938
9317	-0.034050
9318	-0.127608
9319	-0.176788
9320	0.220304
9321	-0.043089
9322	-0.199646
9323	-0.223015
9324	-0.218474
9325	-0.187782
9326	-0.195542
9327	-0.020765
9328	-0.088625
9329	0.015277
9330	0.112601
9331	0.183958
9332	0.185198
9333	0.082002
9334	0.157273
9335	-0.206245
9336	0.191837
9337	0.186730
9338	0.030784
9339	0.174225
9340	-0.196996
9341	0.018751
9342	0.198614
9343	-0.154707
9344	0.013221
9345	-0.144611
9346	0.054314
9347	0.098245
9348	0.032094
9349	-0.032265
9350	0.177689
9351	0.001085
9352	0.174944
9353	0.041484
9354	-0.181428
9355	0.012089
9356	-0.167637
9357	-0.240487
9358	0.161217
9359	-0.109599
9360	0.200205
9361	0.191061
9362	-0.081494
9363	-0.243111
9364	0.014924
9365	-0.287816
9366	-0.110606
9367	-0.135547
9368	0.213094
9369	0.011464
9370	0.147675
9371	-0.296581
9372	0.264870
9373	-0.133612
9374	0.109409
9375	0.056475
9376	0.107727
9377	0.141919
9378	-0.152100
9379	0.170353
9380	0.040467
9381	-0.092871
9382	-0.118752
9383	-0.173692
9384	0.118564
9385	-0.203277
9386	0.051011
9387	0.253677
9388	0.077073
9389	0.256014
9390	0.047152
9391	-0.212993
9392	-0.156452
9393	-0.005478
9394	0.097538
9395	0.000068
9396	-0.126839
9397	-0.009534
9398	-0.095367
9399	-0.211773
9400	0.181457
9401	0.082803
9402	-0.169491
9403	0.282935
9404	0.027965
9405	0.223473
9406	-0.134227
9407	0.100224
9408	0.267700
9409	0.128368
9410	0.064128
9411	-0.110266
9412	-0.130160
9413	0.191857
9414	-0.078702
9415	0.010811
9416	0.215407
9417	0.001674
9418	0.322536
9419	-0.051529
9420	0.045158
9421	0.119553
9422	0.067359
9423	0.149942
9424	0.061867
9425	-0.092076
9426	-0.083029
9427	0.074167
9428	0.179662
9429	-0.050813
9430	-0.113431
9431	0.185870
9432	0.006034
9433	-0.208993
9434	0.035937
9435	0.151535
9436	0.107172
9437	-0.123328
9438	0.202359
9439	-0.178728
9440	0.014083
9441	-0.130708
9442	0.090600
9443	-0.297061
9444	0.020417
9445	-0.086704
9446	-0.210008
9447	0.056215
9448	0.131772
9449	0.168182
9450	0.071352
9451	0.019601
9452	0.116156
9453	-0.090830
9454	-0.001566
9455	0.173334
9456	0.142669
9457	0.064912
9458	-0.206282
9459	-0.012700
9460	0.170623
9461	-0.298720
9462	0.076948
9463	-0.190597
9464	-0.161942
9465	-0.042344
9466	0.182067
9467	0.038078
9468	-0.288702
9469	0.085550
9470	0.037342
9471	-0.250937
9472	0.119309
9473	-0.264121
9474	0.178530
9475	-0.234485
9476	-0.000640
9477	-0.146872
9478	0.226098
9479	-0.121301
9480	0.110428
9481	-0.033409
9482	-0.095414
9483	0.038694
9484	-0.145892
9485	0.132404
9486	0.061500
9487	0.037564
9488	-0.105054
9489	0.157828
9490	-0.001080
9491	-0.017071
9492	-0.203331
9493	-0.055885
9494	0.124708
9495	0.190130
9496	-0.162450
9497	0.202239
9498	0.152077
9499	0.082728
9500	0.118625
9501	-0.074629
9502	0.166165
9503	-0.006791
9504	0.258242
9505	-0.050906
9506	0.212961
9507	0.239935
9508	-0.138373
9509	-0.052705
9510	-0.015995
9511	-0.019833
9512	-0.118958
9513	0.011742
9514	-0.150351
9515	-0.234228
9516	-0.173553
9517	-0.211651
9518	-0.165849
9519	0.065493
9520	0.183378
9521	0.146052
9522	0.064044
9523	-0.204727
9524	-0.027140
9525	0.071498
9526	-0.048640
9527	-0.270631
9528	0.130564
9529	0.165542
9530	-0.190636
9531	-0.032936
9532	0.092652
9533	-0.096153
9534	0.043402
9535	-0.035406
9536	-0.014210
9537	0.077847
9538	0.045576
9539	-0.016957
9540	-0.005519
9541	-0.231127
9542	0.117301
9543	-0.138918
9544	-0.084225
9545	0.173671
9546	-0.083983
9547	-0.294275
9548	0.125415
9549	0.096923
9550	-0.308735
9551	0.037985
9552	-0.012618
9553	-0.090381
9554	-0.185337
9555	0.217464
9556	-0.200812
9557	-0.111042
9558	0.046732
9559	0.099257
9560	-0.061590
9561	-0.023783
9562	0.104540
9563	-0.226603
9564	0.022699
9565	-0.022034
9566	0.118870
9567	0.140063
9568	-0.079619
9569	0.135051
9570	-0.089471
9571	0.178294
9572	-0.048076
9573	0.094261
9574	-0.040800
9575	0.137269
9576	0.186949
9577	-0.211205
9578	-0.239678
9579	0.030251
9580	0.167644
9581	-0.112418
9582	0.208531
9583	0.032762
9584	-0.029290
9585	-0.084424
9586	0.188342
9587	-0.054432
9588	0.215815
9589	-0.084816
9590	-0.106118
9591	-0.092325
9592	-0.025979
9593	0.059162
9594	-0.206110
9595	-0.172042
9596	-0.185900
9597	-0.115529
9598	0.114701
9599	0.060269
9600	0.145615
9601	0.124561
9602	0.093850
9603	-0.162937
9604	0.187353
9605	-0.140833
9606	-0.128295
9607	-0.168172
9608	0.095883
9609	0.039108
9610	0.218857
9611	0.004899
9612	-0.143377
9613	0.099234
9614	0.251774
9615	0.064995
9616	-0.188551
9617	0.116623
9618	-0.058328
9619	-0.046375
9620	0.213055
9621	-0.268486
9622	0.116265
9623	0.139973
9624	-0.041292
9625	-0.128373
9626	0.068394
9627	0.154511
9628	-0.244879
9629	-0.072888
9630	0.172792
9631	0.133016
9632	0.025319
9633	-0.025881
9634	0.179674
9635	-0.216632
9636	-0.004223
9637	0.160479
9638	-0.060331
9639	-0.005038
9640	0.109271
9641	0.294459
9642	0.109417
9643	-0.096224
9644	-0.100917
9645	0.207517
9646	0.253702
9647	-0.195408
9648	0.082881
9649	0.148979
9650	0.162695
9651	-0.027968
9652	0.202120
9653	-0.192494
9654	-0.190811
9655	-0.007249
9656	-0.049441
9657	0.148132
9658	0.156322
9659	-0.093373
9660	-0.169025
9661	0.068795
9662	-0.134755
9663	0.027228
9664	-0.199563
9665	-0.066571
9666	-0.024301
9667	-0.069787
9668	-0.156271
9669	0.199432
9670	0.173401
9671	0.021853
9672	0.059820
9673	-0.077875
9674	-0.215044
9675	0.103386
9676	0.279932
9677	0.167800
9678	-0.155246
9679	-0.063308
9680	0.044261
9681	0.055439
9682	-0.181414
9683	-0.110083
9684	0.187281
9685	-0.065791
9686	0.194956
9687	0.000298
9688	-0.134262
9689	-0.087725
9690	-0.215558
9691	0.196004
9692	-0.261751
9693	0.158494
9694	0.129302
9695	-0.036061
9696	-0.174455
9697	0.218991
9698	0.086168
9699	0.256703
9700	0.098858
9701	0.028509
9702	-0.046158
9703	-0.166654
9704	0.024371
9705	0.172059
9706	0.059895
9707	-0.054301
9708	-0.093760
9709	0.259288
9710	0.075886
9711	0.174268
9712	-0.120947
9713	-0.058691
9714	-0.216168
9715	-0.002852
9716	-0.149985
9717	0.201193
9718	-0.039592
9719	-0.009526
9720	0.027891
9721	-0.181306
9722	0.028294
9723	-0.217799
9724	0.050963
9725	0.026701
9726	0.166984
9727	-0.026024
9728	-0.237641
9729	0.043758
9730	0.197173
9731	-0.112152
9732	-0.188431
9733	-0.153266
9734	-0.240040
9735	0.007861
9736	-0.201416
9737	0.075427
9738	-0.078679
9739	-0.175930
9740	-0.055304
9741	0.194190
9742	-0.207241
9743	0.199063
9744	0.026080
9745	0.180871
9746	0.081659
9747	0.182833
9748	0.207605
9749	-0.025746
9750	-0.059005
9751	0.253550
9752	-0.046094
9753	-0.172143
9754	-0.193243
9755	0.200535
9756	-0.044993
9757	0.026349
9758	-0.195414
9759	-0.050544
9760	-0.004128
9761	-0.026327
9762	0.147830
9763	-0.026874
9764	0.086388
9765	0.044654
9766	0.063360
9767	0.218370
9768	-0.001081
9769	-0.130516
9770	-0.019855
9771	0.182636
9772	-0.118712
9773	-0.119927
9774	-0.176245
9775	0.103532
9776	-0.006629
9777	-0.203202
9778	0.080082
9779	0.113936
9780	-0.001557
9781	-0.054430
9782	0.218407
9783	-0.113135
9784	-0.070126
9785	-0.167943
9786	0.133724
9787	-0.245551
9788	0.033175
9789	-0.236777
9790	-0.085168
9791	-0.112613
9792	-0.024166
9793	0.439220
9794	0.109639
9795	-0.280676
9796	0.234271
9797	-0.087366
9798	-0.146615
9799	-0.048724
9800	-0.008069
9801	0.079257
9802	0.085758
9803	-0.088533
9804	0.029287
9805	0.127303
9806	-0.155343
9807	-0.135409
9808	-0.086026
9809	-0.042283
9810	-0.154106
9811	-0.013090
9812	0.145802
9813	0.081556
9814	0.191561
9815	0.221143
9816	0.112281
9817	0.113465
9818	-0.175093
9819	0.078627
9820	-0.007730
9821	-0.176631
9822	-0.031743
9823	-0.136190
9824	0.228851
9825	0.183570
9826	-0.185769
9827	0.043834
9828	0.130025
9829	-0.011863
9830	-0.116559
9831	-0.206800
9832	0.207902
9833	-0.148219
9834	0.194642
9835	-0.075019
9836	-0.108576
9837	-0.102320
9838	-0.118815
9839	0.238823
9840	0.226586
9841	0.142681
9842	0.120248
9843	-0.234094
9844	-0.117056
9845	-0.091457
9846	0.126415
9847	-0.136092
9848	-0.024031
9849	-0.196493
9850	0.051593
9851	-0.162568
9852	0.125332
9853	-0.153270
9854	0.171618
9855	0.114243
9856	-0.017132
9857	0.235974
9858	-0.090292
9859	-0.044126
9860	-0.028195
9861	0.163397
9862	0.029456
9863	-0.133008
9864	0.219877
9865	0.219109
9866	0.257608
9867	-0.159467
9868	0.078366
9869	-0.141457
9870	0.130580
9871	0.011385
9872	0.026886
9873	0.173447
9874	-0.130112
9875	-0.239372
9876	0.153251
9877	-0.107084
9878	0.146940
9879	-0.245569
9880	0.226378
9881	-0.172018
9882	-0.133829
9883	0.099120
9884	-0.084031
9885	0.085462
9886	-0.148116
9887	-0.129087
9888	-0.228875
9889	0.172274
9890	-0.209939
9891	-0.003794
9892	-0.254152
9893	-0.190184
9894	0.055192
9895	0.120014
9896	0.005995
9897	0.145208
9898	-0.094994
9899	0.051676
9900	-0.059421
9901	0.126663
9902	0.036362
9903	-0.002642
9904	-0.014763
9905	0.100144
9906	-0.096707
9907	-0.119133
9908	0.277095
9909	0.073443
9910	-0.105468
9911	0.041660
9912	-0.119216
9913	-0.099624
9914	0.093625
9915	0.006686
9916	-0.107514
9917	-0.044466
9918	0.095786
9919	-0.045974
9920	-0.197197
9921	-0.201195
9922	-0.002195
9923	0.077164
9924	-0.043494
9925	0.230015
9926	0.108914
9927	-0.010522
9928	0.050825
9929	-0.119090
9930	0.177580
9931	-0.092996
9932	-0.082469
9933	-0.086601
9934	0.151249
9935	-0.138593
9936	0.096733
9937	-0.046549
9938	0.111779
9939	-0.344468
9940	0.171515
9941	0.180427
9942	0.136649
9943	0.066324
9944	-0.121752
9945	0.052587
9946	0.124931
9947	-0.208997
9948	-0.224509
9949	0.141341
9950	0.103368
9951	0.238957
9952	0.158333
9953	0.089449
9954	-0.230635
9955	0.041888
9956	-0.084748
9957	0.001021
9958	0.177937
9959	-0.037266
9960	-0.185260
9961	-0.023105
9962	-0.202210
9963	-0.057454
9964	0.242801
9965	0.200490
9966	0.152611
9967	-0.217345
9968	-0.015248
9969	-0.058838
9970	0.005115
9971	-0.217309
9972	0.026957
9973	-0.231521
9974	-0.010673
9975	-0.199501
9976	-0.106419
9977	0.096041
9978	0.140638
9979	-0.101003
9980	0.141299
9981	-0.223302
9982	0.163937
9983	-0.055382
9984	0.194558
9985	0.151737
9986	0.140360
9987	0.429126
9988	0.144750
9989	0.004077
9990	0.228074
9991	-0.043107
9992	0.175021
9993	-0.085798
9994	-0.176213
9995	-0.081735
9996	-0.121041
9997	0.156354
9998	-0.216072
9999	-0.187498
10000	0.129945
10001	-0.228261
10002	-0.246888
10003	-0.227877
10004	0.035187
10005	-0.014758
10006	0.101245
10007	0.052672
10008	0.105502
10009	-0.164782
10010	0.232835
10011	0.036274
10012	0.099570
10013	0.146810
10014	-0.062258
10015	0.211158
10016	0.024218
10017	0.026915
10018	-0.185874
10019	0.042151
10020	0.036942
10021	0.116483
10022	0.183103
10023	-0.035871
10024	-0.179157
10025	-0.186606
10026	-0.190642
10027	0.078111
10028	-0.261558
10029	0.003004
10030	0.122470
10031	0.071059
10032	0.188671
10033	-0.127175
10034	0.190474
10035	0.237326
10036	-0.110046
10037	0.172420
10038	0.253319
10039	-0.056339
10040	0.290609
10041	-0.070212
10042	-0.073244
10043	-0.109532
10044	0.206262
10045	-0.137332
10046	-0.163750
10047	-0.208246
10048	0.103703
10049	0.096943
10050	-0.136824
10051	-0.168851
10052	0.063753
10053	-0.007505
10054	0.039304
10055	-0.167722
10056	-0.225670
10057	-0.091470
10058	-0.162050
10059	-0.044792
10060	-0.353351
10061	-0.027553
10062	0.105104
10063	0.056711
10064	0.020526
10065	-0.135238
10066	0.176460
10067	-0.115021
10068	0.054888
10069	-0.007637
10070	0.165180
10071	-0.182799
10072	-0.123348
10073	0.142122
10074	-0.227496
10075	-0.080482
10076	-0.172538
10077	0.000513
10078	0.033149
10079	-0.026338
10080	0.127769
10081	-0.115402
10082	0.076666
10083	-0.251868
10084	-0.133210
10085	0.125383
10086	0.144812
10087	0.124797
10088	0.103940
10089	0.201263
10090	0.025544
10091	-0.189958
10092	-0.154980
10093	-0.138630
10094	0.207652
10095	0.267685
10096	0.064255
10097	-0.176196
10098	-0.068844
10099	-0.164166
10100	-0.036937
10101	-0.000450
10102	-0.191706
10103	0.041931
10104	-0.182932
10105	-0.125813
10106	-0.221425
10107	0.133753
10108	-0.172433
10109	0.106647
10110	0.146990
10111	0.267355
10112	0.129985
10113	-0.075017
10114	-0.018289
10115	0.211412
10116	-0.165958
10117	0.296500
10118	0.172642
10119	0.164756
10120	0.261052
10121	-0.155556
10122	0.268194
10123	0.006319
10124	-0.179009
10125	-0.117647
10126	0.246451
10127	0.028815
10128	0.291450
10129	-0.172877
10130	-0.010957
10131	-0.014638
10132	0.131439
10133	-0.141303
10134	0.068896
10135	-0.193746
10136	-0.183214
10137	-0.200947
10138	-0.168251
10139	-0.124117
10140	0.147048
10141	-0.134742
10142	-0.061108
10143	0.097520
10144	0.083231
10145	0.213807
10146	0.376206
10147	0.539269
10148	0.240430
10149	0.096033
10150	-0.017339
10151	-0.272490
10152	-0.094567
10153	0.081393
10154	-0.173989
10155	0.047327
10156	0.058428
10157	-0.084066
10158	-0.247462
10159	0.013362
10160	0.106571
10161	0.117058
10162	-0.096754
10163	-0.114181
10164	0.005836
10165	-0.219105
10166	-0.215263
10167	-0.187133
10168	0.079922
10169	0.152968
10170	0.086275
10171	0.068968
10172	-0.027190
10173	0.002646
10174	-0.000783
10175	-0.153881
10176	-0.117019
10177	0.033157
10178	-0.057869
10179	0.156236
10180	-0.193594
10181	-0.125385
10182	-0.026963
10183	-0.052445
10184	0.172568
10185	-0.038458
10186	-0.180220
10187	-0.050261
10188	-0.156536
10189	-0.089181
10190	0.089227
10191	0.218949
10192	-0.048774
10193	-0.183638
10194	0.064198
10195	0.102201
10196	-0.042951
10197	0.131425
10198	0.259278
10199	0.219259
10200	0.204828
10201	-0.005714
10202	-0.126354
10203	-0.124911
10204	0.193928
10205	0.055561
10206	-0.209274
10207	-0.384482
10208	-0.050522
10209	-0.090406
10210	0.159453
10211	-0.045101
10212	0.130758
10213	0.222789
10214	0.162946
10215	-0.235619
10216	0.115596
10217	-0.097727
10218	0.006155
10219	0.081678
10220	-0.188741
10221	0.092554
10222	0.188763
10223	-0.175128
10224	0.008307
10225	0.096109
10226	0.138371
10227	-0.184223
10228	-0.134991
10229	-0.022662
10230	0.137887
10231	-0.008498
10232	0.157407
10233	0.203606
10234	0.194620
10235	0.105438
10236	0.040362
10237	-0.120217
10238	0.109959
10239	-0.061843
10240	-0.028519
10241	0.145422
10242	-0.082335
10243	0.042478
10244	-0.059138
10245	0.019557
10246	-0.575306
10247	0.008456
10248	0.179616
10249	0.113484
10250	0.195185
10251	-0.174338
10252	-0.062224
10253	0.020980
10254	-0.001680
10255	0.058332
10256	-0.110829
10257	-0.069724
10258	0.107606
10259	0.071046
10260	-0.118535
10261	0.075125
10262	0.086211
10263	0.029731
10264	-0.000769
10265	0.154085
10266	-0.191742
10267	-0.133586
10268	-0.226546
10269	-0.197994
10270	0.021553
10271	0.188583
10272	-0.069669
10273	-0.137232
10274	-0.263101
10275	-0.059996
10276	-0.220107
10277	-0.009827
10278	0.183578
10279	0.086373
10280	0.252164
10281	-0.226757
10282	0.133153
10283	0.127603
10284	0.171138
10285	-0.091423
10286	-0.099545
10287	-0.030342
10288	-0.134070
10289	-0.042141
10290	-0.230003
10291	-0.063484
10292	-0.048769
10293	-0.001074
10294	0.088431
10295	0.143682
10296	-0.149601
10297	0.077546
10298	0.066614
10299	-0.054761
10300	0.130600
10301	0.232519
10302	0.214766
10303	0.237014
10304	0.186263
10305	0.156986
10306	0.022521
10307	0.198606
10308	-0.231664
10309	-0.081446
10310	0.057296
10311	-0.093247
10312	0.144867
10313	0.275224
10314	0.250275
10315	0.077134
10316	-0.154068
10317	0.198644
10318	-0.077246
10319	-0.211347
10320	0.218354
10321	-0.017794
10322	0.090394
10323	0.166644
10324	-0.035031
10325	-0.012833
10326	-0.015202
10327	-0.013018
10328	0.161434
10329	0.179436
10330	0.215468
10331	-0.190620
10332	-0.201737
10333	0.209688
10334	-0.079630
10335	-0.019034
10336	-0.011571
10337	0.068080
10338	0.228809
10339	-0.164714
10340	0.138905
10341	0.066415
10342	0.055573
10343	-0.139047
10344	-0.121037
10345	-0.139137
10346	-0.145647
10347	-0.017024
10348	-0.084591
10349	-0.238377
10350	0.142108
10351	-0.123656
10352	0.213225
10353	-0.157393
10354	-0.241340
10355	-0.000824
10356	-0.119050
10357	0.012442
10358	0.177189
10359	0.081531
10360	-0.058485
10361	0.047282
10362	-0.127055
10363	-0.046050
10364	-0.170080
10365	0.176922
10366	-0.009507
10367	-0.094079
10368	0.043819
10369	0.020859
10370	0.158762
10371	-0.045441
10372	-0.077902
10373	0.204011
10374	-0.170115
10375	-0.119064
10376	0.072805
10377	0.151495
10378	-0.091206
10379	0.041280
10380	-0.172544
10381	0.183685
10382	0.220362
10383	-0.019894
10384	0.064153
10385	0.165810
10386	-0.219121
10387	-0.100879
10388	-0.175768
10389	-0.147285
10390	-0.096262
10391	0.144497
10392	-0.087852
10393	0.097527
10394	0.012123
10395	0.101298
10396	0.073094
10397	-0.124825
10398	-0.245251
10399	0.174740
10400	0.078288
10401	-0.244837
10402	-0.169455
10403	0.066183
10404	-0.230229
10405	0.219941
10406	0.178976
10407	-0.305492
10408	-0.423478
10409	0.196197
10410	0.326363
10411	-0.311368
10412	-0.273207
10413	0.295466
10414	-0.030228
10415	0.234463
10416	-0.164563
10417	-0.188870
10418	0.148523
10419	-0.005788
10420	-0.201598
10421	0.051350
10422	-0.189464
10423	-0.074555
10424	0.082886
10425	0.034488
10426	-0.184627
10427	-0.059750
10428	0.271287
10429	0.041972
10430	-0.045701
10431	-0.034817
10432	-0.050624
10433	-0.207957
10434	-0.096476
10435	0.228393
10436	0.066421
10437	0.213515
10438	-0.162350
10439	0.105111
10440	-0.122067
10441	-0.071913
10442	-0.128485
10443	0.270930
10444	-0.142038
10445	-0.035679
10446	0.113112
10447	0.187828
10448	-0.144394
10449	0.058306
10450	0.196944
10451	-0.164082
10452	0.015264
10453	0.260602
10454	0.144194
10455	0.158142
10456	0.038276
10457	0.024106
10458	0.204641
10459	-0.193530
10460	0.092591
10461	-0.126780
10462	0.080677
10463	0.237825
10464	0.468247
10465	-0.202935
10466	-0.067687
10467	0.172365
10468	-0.031815
10469	0.109331
10470	0.230537
10471	0.039179
10472	0.005624
10473	-0.023508
10474	0.032858
10475	0.000864
10476	-0.053225
10477	-0.046621
10478	0.165499
10479	0.231455
10480	0.002385
10481	-0.235002
10482	0.056517
10483	-0.140543
10484	0.061281
10485	-0.072501
10486	-0.218774
10487	-0.152299
10488	-0.198242
10489	0.040042
10490	-0.096573
10491	-0.251286
10492	-0.105628
10493	0.130269
10494	0.163198
10495	0.134423
10496	-0.078754
10497	0.011949
10498	0.173969
10499	-0.257468
10500	0.150283
10501	0.161881
10502	0.092279
10503	0.191460
10504	-0.134270
10505	-0.015048
10506	-0.264937
10507	-0.109088
10508	-0.094703
10509	-0.175877
10510	-0.144824
10511	0.051735
10512	-0.035848
10513	0.032661
10514	0.137425
10515	0.145313
10516	0.036737
10517	-0.089127
10518	0.126188
10519	-0.037017
10520	-0.113627
10521	-0.065999
10522	-0.104566
10523	-0.226509
10524	-0.165966
10525	-0.118877
10526	0.097382
10527	-0.154892
10528	0.186147
10529	-0.105990
10530	0.203958
10531	0.099065
10532	-0.115387
10533	-0.032230
10534	-0.070528
10535	-0.126139
10536	0.091356
10537	-0.165904
10538	0.096052
10539	0.185510
10540	0.058238
10541	0.254218
10542	-0.088104
10543	-0.184532
10544	-0.125491
10545	-0.220583
10546	0.091867
10547	-0.223725
10548	0.096598
10549	0.166943
10550	-0.065753
10551	-0.176066
10552	-0.184008
10553	0.153587
10554	0.158542
10555	-0.049151
10556	-0.119944
10557	-0.226144
10558	0.121178
10559	0.236783
10560	0.150313
10561	-0.057264
10562	0.198505
10563	-0.618292
10564	0.046783
10565	0.313150
10566	-0.069319
10567	0.082616
10568	-0.178770
10569	0.144044
10570	-0.109775
10571	0.044808
10572	0.223823
10573	0.165776
10574	-0.007224
10575	-0.060785
10576	-0.208811
10577	0.228184
10578	0.024764
10579	-0.181394
10580	0.205855
10581	-0.042420
10582	0.025864
10583	-0.115734
10584	-0.073642
10585	-0.135184
10586	0.082575
10587	0.054367
10588	0.209257
10589	-0.051328
10590	0.084892
10591	0.168096
10592	0.084422
10593	-0.228617
10594	-0.159745
10595	-0.208338
10596	-0.085917
10597	-0.112313
10598	-0.201230
10599	0.238803
10600	-0.167458
10601	0.200815
10602	-0.013648
10603	0.144885
10604	-0.007765
10605	-0.236299
10606	-0.121510
10607	-0.137880
10608	0.183201
10609	0.180136
10610	0.022938
10611	-0.176409
10612	0.138711
10613	0.147319
10614	-0.160601
10615	-0.074350
10616	0.216252
10617	0.070449
10618	0.117165
10619	-0.046525
10620	0.097740
10621	0.112038
10622	0.054604
10623	-0.154211
10624	-0.090374
10625	-0.192193
10626	0.040965
