i	delta
1763	0.102253
1764	0.117279
1765	-0.129478
1766	-0.133427
1767	0.100690
1768	-0.010590
1769	0.003810
1770	0.074763
1771	-0.242952
1772	-0.071108
1773	0.188547
1774	0.243122
1775	0.191554
1776	0.107633
1777	0.021038
1778	0.247263
1779	-0.200763
1780	-0.352392
1781	-0.376278
1782	-0.002762
1783	-0.228727
1784	-0.283884
1785	-0.490382
1786	-0.226767
1787	-0.038533
1788	0.155365
1789	-0.012898
1790	-0.048101
1791	0.206702
1792	0.179385
1793	-0.067607
1794	0.100424
1795	-0.030066
1796	-0.160352
1797	0.250117
1798	0.107910
1799	-0.064364
1800	0.146583
1801	0.120123
1802	-0.215025
1803	0.020578
1804	-0.186783
1805	0.153462
1806	0.063144
1807	0.083629
1808	0.068733
1809	-0.061618
1810	0.212718
1811	-0.025183
1812	0.183034
1813	-0.163540
1814	-0.138363
1815	0.075573
1816	0.228198
1817	-0.011338
1818	-0.167235
1819	0.077479
1820	-0.178525
1821	-0.070124
1822	-0.159617
1823	0.219969
1824	-0.093150
1825	-0.151657
1826	0.271577
1827	-0.111614
1828	-0.014456
1829	-0.051566
1830	-0.029013
1831	0.086400
1832	-0.123118
1833	-0.212002
1834	0.009934
1835	-0.075691
1836	0.123737
1837	0.276842
1838	0.122822
1839	0.246592
1840	-0.154822
1841	-0.036385
1842	0.014270
1843	0.155147
1844	0.159977
1845	0.147657
1846	0.255815
1847	0.287935
1848	-0.156452
1849	-0.088342
1850	-0.130910
1851	-0.078756
1852	0.146827
1853	-0.440613
1854	-0.172974
1855	0.063685
1856	-0.210670
1857	0.199012
1858	-0.097708
1859	-0.043989
1860	-0.056296
1861	0.217052
1862	-0.032818
1863	0.046144
1864	0.180311
1865	0.110592
1866	0.203063
1867	0.104962
1868	-0.162245
1869	0.197841
1870	-0.186030
1871	0.105609
1872	0.098057
1873	0.101892
1874	-0.150307
1875	-0.011926
1876	-0.228991
1877	-0.212707
1878	0.194441
1879	0.068173
1880	0.190624
1881	-0.045451
1882	0.197537
1883	-0.189927
1884	0.107042
1885	-0.043413
1886	0.161789
1887	0.147592
1888	-0.159783
1889	-0.084905
1890	-0.250697
1891	0.023683
1892	-0.103323
1893	0.203236
1894	-0.158998
1895	-0.187522
1896	-0.100861
1897	0.010903
1898	-0.072929
1899	0.104005
1900	-0.040516
1901	0.243673
1902	-0.025204
1903	0.134056
1904	-0.074561
1905	0.222019
1906	0.239273
1907	-0.060270
1908	-0.007951
1909	-0.104103
1910	-0.238570
1911	0.193020
1912	-0.212745
1913	-0.044061
1914	-0.080950
1915	-0.193396
1916	0.182711
1917	-0.148241
1918	0.125841
1919	0.092555
1920	0.175468
1921	0.103008
1922	-0.034996
1923	0.075793
1924	-0.150497
1925	0.065848
1926	-0.068579
1927	0.004230
1928	-0.000239
1929	0.191189
1930	0.053865
1931	-0.225395
1932	-0.028592
1933	0.168243
1934	0.145743
1935	0.074100
1936	0.171274
1937	0.065998
1938	-0.006629
1939	0.232744
1940	-0.214368
1941	0.000845
1942	0.138302
1943	-0.229542
1944	0.222905
1945	-0.128545
1946	-0.096118
1947	-0.141119
1948	0.171164
1949	-0.051911
1950	-0.119977
1951	0.208870
1952	-0.153768
1953	-0.214727
1954	0.060868
1955	0.211729
1956	0.118109
1957	-0.102013
1958	0.151849
1959	-0.252824
1960	-0.023696
1961	-0.229929
1962	-0.193144
1963	0.043138
1964	0.159650
1965	-0.021081
1966	-0.130141
1967	-0.101747
1968	-0.028442
1969	-0.074396
1970	0.136938
1971	-0.078399
1972	0.161343
1973	-0.027855
1974	-0.211262
1975	-0.057891
1976	0.075491
1977	-0.185293
1978	0.034035
1979	0.121281
1980	-0.115323
1981	0.002235
1982	0.137164
1983	0.076614
1984	0.076806
1985	-0.040500
1986	-0.256619
1987	0.047028
1988	0.052468
1989	0.211705
1990	-0.055334
1991	-0.152211
1992	-0.109903
1993	-0.030851
1994	-0.262963
1995	-0.087848
1996	-0.141637
1997	0.092109
1998	-0.156287
1999	-0.205290
2000	-0.004270
2001	0.086844
2002	0.075504
2003	-0.112718
2004	0.103536
2005	0.048302
2006	-0.180796
2007	-0.192811
2008	0.173176
2009	0.084792
2010	0.219654
2011	0.169835
2012	0.074417
2013	0.164105
2014	-0.195924
2015	-0.150767
2016	0.088448
2017	-0.189197
2018	0.069278
2019	0.059651
2020	0.057715
2021	-0.228205
2022	-0.172421
2023	-0.136349
2024	0.138496
2025	-0.088059
2026	-0.027452
2027	-0.132091
2028	-0.132723
2029	-0.248083
2030	0.126951
2031	0.032367
2032	-0.079022
2033	-0.177615
2034	-0.048442
2035	-0.025924
2036	0.195050
2037	-0.205670
2038	0.164419
2039	0.081994
2040	0.082966
2041	0.064579
2042	0.125461
2043	0.029739
2044	0.226498
2045	0.016666
2046	0.012338
2047	0.020451
2048	0.069236
2049	0.025341
2050	0.045915
2051	0.179952
2052	-0.058403
2053	0.178017
2054	0.146142
2055	0.004938
2056	0.236583
2057	0.146709
2058	-0.154900
2059	-0.057280
2060	0.218605
2061	-0.127885
2062	-0.064296
2063	-0.103208
2064	0.119480
2065	0.089124
2066	0.119527
2067	-0.096808
2068	-0.124378
2069	-0.241319
2070	-0.128368
2071	-0.205782
2072	0.078510
2073	0.246549
2074	0.104786
2075	-0.128857
2076	0.044731
2077	-0.081770
2078	-0.047947
2079	-0.077115
2080	0.064638
2081	0.102169
2082	0.250673
2083	-0.146664
2084	-0.009485
2085	0.006556
2086	0.146701
2087	0.255107
2088	0.175408
2089	-0.211119
2090	-0.142108
2091	0.233147
2092	-0.133826
2093	0.012863
2094	0.075277
2095	0.141066
2096	0.023876
2097	-0.079853
2098	-0.196092
2099	-0.218794
2100	0.108262
2101	-0.157077
2102	-0.089459
2103	-0.114674
2104	0.126310
2105	-0.014912
2106	0.164315
2107	-0.139448
2108	-0.012866
2109	0.218582
2110	0.001830
2111	0.262442
2112	0.175425
2113	0.089965
2114	-0.218031
2115	0.223483
2116	-0.043850
2117	0.008145
2118	0.202873
2119	0.045141
2120	-0.074873
2121	-0.230825
2122	-0.045206
2123	0.123024
2124	-0.063588
2125	0.006818
2126	-0.208244
2127	-0.134497
2128	0.179136
2129	0.251145
2130	0.110840
2131	-0.230236
2132	-0.203105
2133	-0.212730
2134	0.125835
2135	0.097980
2136	0.133377
2137	0.284910
2138	0.053081
2139	0.215690
2140	-0.109600
2141	-0.255826
2142	0.050463
2143	0.126333
2144	0.064931
2145	0.051088
2146	0.046865
2147	0.124534
2148	0.184999
2149	-0.243494
2150	-0.107388
2151	-0.055103
2152	0.015937
2153	-0.040479
2154	-0.200814
2155	-0.166812
2156	-0.241666
2157	0.107508
2158	0.156465
2159	-0.126119
2160	-0.052311
2161	0.079011
2162	-0.099726
2163	0.157853
2164	0.154406
2165	-0.227194
2166	0.088239
2167	-0.101748
2168	0.097265
2169	-0.059619
2170	-0.265305
2171	-0.195211
2172	0.057771
2173	0.113857
2174	0.061518
2175	0.071351
2176	0.216976
2177	0.052680
2178	-0.198609
2179	0.042322
2180	-0.205230
2181	-0.182375
2182	-0.039137
2183	0.131528
2184	0.208877
2185	0.039842
2186	-0.086587
2187	0.156355
2188	-0.053043
2189	0.021869
2190	0.070721
2191	0.110854
2192	-0.096885
2193	-0.009882
2194	0.059423
2195	0.095002
2196	-0.054740
2197	0.012009
2198	0.122809
2199	0.190816
2200	0.017733
2201	0.011230
2202	-0.161330
2203	-0.244414
2204	-0.249469
2205	0.131265
2206	0.114596
2207	0.043784
2208	0.130876
2209	0.041967
2210	-0.237419
2211	0.190113
2212	-0.183763
2213	0.144361
2214	-0.225818
2215	-0.125431
2216	0.067810
2217	-0.208342
2218	0.097782
2219	-0.288435
2220	0.055159
2221	-0.225297
2222	-0.188556
2223	0.102436
2224	-0.400404
2225	-0.243082
2226	-0.087607
2227	-0.102795
2228	0.170399
2229	-0.234829
2230	-0.151224
2231	0.120417
2232	0.069033
2233	-0.187713
2234	-0.114860
2235	0.072092
2236	-0.063435
2237	-0.079123
2238	0.123823
2239	-0.126354
2240	-0.075094
2241	0.071612
2242	0.137036
2243	-0.212300
2244	-0.100012
2245	-0.067688
2246	0.145037
2247	-0.033350
2248	0.208716
2249	0.138263
2250	0.038807
2251	0.193774
2252	0.233433
2253	0.081859
2254	0.133592
2255	0.106166
2256	0.076485
2257	0.139574
2258	-0.107422
2259	0.057498
2260	0.141271
2261	-0.108575
2262	0.265109
2263	0.025421
2264	0.179474
2265	-0.061445
2266	0.235144
2267	-0.073161
2268	-0.208692
2269	-0.199993
2270	-0.009900
2271	-0.085658
2272	-0.130669
2273	0.187762
2274	0.126831
2275	0.199453
2276	-0.105367
2277	0.055622
2278	0.045198
2279	-0.329834
2280	0.120141
2281	-0.076847
2282	0.091805
2283	0.113126
2284	0.005132
2285	0.194255
2286	0.136819
2287	-0.192139
2288	0.074332
2289	-0.017452
2290	0.138902
2291	0.008409
2292	0.082292
2293	0.005870
2294	-0.266903
2295	-0.073494
2296	-0.173808
2297	0.044909
2298	-0.201563
2299	0.015622
2300	0.174326
2301	0.126967
2302	0.113657
2303	-0.050482
2304	0.097773
2305	-0.196673
2306	-0.165515
2307	-0.191105
2308	0.173227
2309	-0.161852
2310	0.199738
2311	-0.131058
2312	-0.165666
2313	0.020692
2314	0.004246
2315	0.237769
2316	-0.003479
2317	-0.104562
2318	-0.027593
2319	-0.112805
2320	-0.006055
2321	0.246069
2322	-0.139395
2323	0.041247
2324	-0.137670
2325	0.186694
2326	-0.117941
2327	0.214490
2328	0.097217
2329	0.046765
2330	-0.049525
2331	0.210823
2332	0.172723
2333	0.103216
2334	-0.230591
2335	-0.154433
2336	-0.173814
2337	-0.026013
2338	0.027055
2339	-0.154005
2340	0.026905
2341	-0.079512
2342	-0.162305
2343	0.156636
2344	0.013233
2345	-0.160179
2346	0.157724
2347	-0.013080
2348	-0.263745
2349	-0.116887
2350	0.062020
2351	0.016599
2352	0.188703
2353	-0.000307
2354	-0.109614
2355	0.028968
2356	0.118215
2357	-0.091048
2358	0.076098
2359	-0.164736
2360	0.104827
2361	-0.081589
2362	0.189752
2363	-0.123850
2364	-0.200276
2365	-0.279319
2366	-0.064131
2367	0.015550
2368	0.035314
2369	0.123628
2370	-0.212531
2371	-0.036979
2372	-0.060933
2373	0.045105
2374	0.214086
2375	-0.085681
2376	0.192743
2377	0.161609
2378	-0.069147
2379	0.258683
2380	-0.184740
2381	0.181722
2382	0.087981
2383	0.058598
2384	0.082769
2385	0.217551
2386	-0.065552
2387	-0.049018
2388	0.023844
2389	-0.161286
2390	0.063377
2391	-0.168763
2392	-0.027402
2393	-0.176177
2394	-0.297923
2395	-0.037518
2396	-0.085022
2397	-0.084162
2398	0.018144
2399	-0.011992
2400	0.196322
2401	-0.246402
2402	0.210686
2403	0.023744
2404	0.027581
2405	0.037166
2406	-0.220303
2407	0.258923
2408	-0.178351
2409	-0.230701
2410	-0.176758
2411	-0.245223
2412	-0.192507
2413	0.213653
2414	0.114159
2415	-0.223726
2416	0.234166
2417	-0.050874
2418	-0.134119
2419	0.150132
2420	0.098398
2421	0.201057
2422	0.150121
2423	0.163116
2424	0.061605
2425	-0.079591
2426	0.180667
2427	-0.163903
2428	0.113320
2429	-0.018723
2430	0.296020
2431	0.222816
2432	-0.130566
2433	0.034161
2434	0.248267
2435	0.241408
2436	0.174903
2437	-0.164207
2438	0.239877
2439	-0.020940
2440	-0.056027
2441	-0.153485
2442	-0.041616
2443	-0.227289
2444	-0.289755
2445	-0.262115
2446	0.145010
2447	0.092470
2448	0.145781
2449	-0.081643
2450	-0.065854
2451	0.194352
2452	-0.070504
2453	-0.218429
2454	-0.164477
2455	0.101272
2456	0.024211
2457	0.178116
2458	-0.022414
2459	0.195448
2460	-0.206396
2461	0.211557
2462	0.174495
2463	0.171989
2464	0.119799
2465	0.002536
2466	0.270060
2467	-0.043152
2468	0.170623
2469	0.011036
2470	0.059045
2471	0.107525
2472	0.170003
2473	0.195270
2474	0.073579
2475	-0.200629
2476	-0.231219
2477	-0.111595
2478	-0.007285
2479	-0.046488
2480	-0.138469
2481	0.008506
2482	-0.186077
2483	-0.014370
2484	0.142911
2485	0.216971
2486	0.087396
2487	0.083956
2488	0.138157
2489	0.177616
2490	-0.215679
2491	0.095332
2492	-0.026482
2493	-0.186975
2494	-0.131075
2495	0.017889
2496	-0.065184
2497	-0.184062
2498	0.250299
2499	-0.111072
2500	-0.219387
2501	0.217320
2502	-0.083914
2503	-0.186623
2504	-0.001580
2505	-0.034807
2506	0.112585
2507	0.199036
2508	-0.127953
2509	-0.047891
2510	0.244266
2511	0.104978
2512	0.118239
2513	0.353069
2514	-0.188829
2515	-0.108755
2516	0.002649
2517	0.016261
2518	0.013334
2519	-0.259505
2520	-0.062095
2521	0.271103
2522	-0.213900
2523	-0.240370
2524	-0.259749
2525	0.242781
2526	0.009126
2527	-0.239822
2528	0.251077
2529	0.135708
2530	-0.021251
2531	0.143207
2532	-0.021981
2533	0.139564
2534	0.155589
2535	0.065488
2536	0.125216
2537	-0.007634
2538	-0.029464
2539	0.153885
2540	0.151605
2541	0.090031
2542	-0.162705
2543	-0.105745
2544	0.241259
2545	-0.061670
2546	-0.215250
2547	-0.043902
2548	0.099349
2549	0.231173
2550	-0.093976
2551	-0.074550
2552	0.184049
2553	0.044213
2554	0.102588
2555	-0.208884
2556	-0.167597
2557	0.234304
2558	0.163302
2559	-0.206446
2560	0.139201
2561	-0.130572
2562	-0.063890
2563	-0.219692
2564	-0.223205
2565	-0.177970
2566	-0.179889
2567	0.175596
2568	-0.241007
2569	0.146178
2570	0.154778
2571	-0.080654
2572	-0.177916
2573	0.134505
2574	-0.197256
2575	-0.149207
2576	0.029962
2577	-0.005417
2578	-0.050631
2579	0.059021
2580	-0.110499
2581	-0.073677
2582	0.056202
2583	-0.155942
2584	-0.010001
2585	-0.051282
2586	0.232103
2587	0.260817
2588	-0.130186
2589	0.111171
2590	-0.102479
2591	0.193284
2592	-0.203739
2593	0.108963
2594	0.053033
2595	0.240517
2596	0.120266
2597	-0.174909
2598	0.251937
2599	-0.137090
2600	-0.076632
2601	0.167991
2602	0.087352
2603	0.207760
2604	-0.086887
2605	0.023399
2606	0.197259
2607	-0.111655
2608	-0.151881
2609	0.238137
2610	-0.204624
2611	-0.101264
2612	-0.030804
2613	-0.132982
2614	-0.026061
2615	0.231310
2616	-0.175852
2617	0.228626
2618	-0.090542
2619	-0.127302
2620	-0.137408
2621	-0.217959
2622	-0.030985
2623	0.187244
2624	-0.134020
2625	0.158813
2626	-0.110585
2627	-0.059516
2628	-0.137675
2629	-0.233034
2630	0.182241
2631	-0.220331
2632	-0.025163
2633	0.070202
2634	-0.011864
2635	-0.119106
2636	-0.152431
2637	-0.074430
2638	0.130936
2639	0.192491
2640	0.082654
2641	0.075202
2642	-0.115026
2643	-0.039167
2644	-0.169560
2645	0.163879
2646	-0.119586
2647	0.165620
2648	-0.035658
2649	0.043629
2650	0.054367
2651	-0.096276
2652	-0.228651
2653	-0.141366
2654	0.163069
2655	-0.100311
2656	-0.125584
2657	0.072267
2658	-0.216454
2659	0.199337
2660	0.023508
2661	-0.175509
2662	0.109875
2663	0.201203
2664	0.197236
2665	-0.155922
2666	0.151401
2667	0.193559
2668	-0.226301
2669	0.167910
2670	0.197173
2671	-0.148704
2672	0.143475
2673	-0.148345
2674	0.026734
2675	0.112160
2676	-0.043935
2677	-0.275996
2678	-0.106269
2679	0.025603
2680	0.121945
2681	-0.146634
2682	-0.145305
2683	0.175967
2684	0.056528
2685	-0.083155
2686	-0.175207
2687	-0.050000
2688	0.072735
2689	0.175648
2690	0.135100
2691	0.116611
2692	0.116112
2693	-0.211812
2694	-0.155836
2695	-0.094225
2696	0.048944
2697	-0.212994
2698	-0.112797
2699	0.030927
2700	-0.237354
2701	-0.127900
2702	0.108485
2703	-0.071888
2704	-0.084770
2705	0.210988
2706	-0.289205
2707	0.203407
2708	-0.224965
2709	0.022826
2710	-0.074182
2711	-0.287478
2712	-0.080004
2713	-0.264744
2714	0.162121
2715	0.130330
2716	0.196033
2717	0.161137
2718	0.192454
2719	-0.017262
2720	0.121703
2721	0.139321
2722	0.057556
2723	0.116673
2724	-0.678520
2725	0.064627
2726	0.080579
2727	-0.198988
2728	0.165365
2729	0.015118
2730	-0.072523
2731	-0.036381
2732	0.189613
2733	-0.127625
2734	0.115839
2735	-0.117970
2736	0.006950
2737	0.161533
2738	0.136171
2739	0.148507
2740	0.123052
2741	0.212666
2742	-0.003182
2743	-0.218821
2744	0.035435
2745	-0.188353
2746	-0.171412
2747	-0.015446
2748	-0.255408
2749	-0.108343
2750	0.073912
2751	0.101612
2752	0.096408
2753	0.190000
2754	0.130134
2755	-0.247625
2756	0.005323
2757	0.175280
2758	-0.106105
2759	0.016361
2760	0.039181
2761	-0.242767
2762	0.034952
2763	0.026617
2764	-0.135503
2765	0.123591
2766	-0.076714
2767	-0.019826
2768	-0.112136
2769	0.111931
2770	0.120042
2771	-0.007851
2772	-0.039407
2773	-0.142273
2774	-0.217614
2775	0.159746
2776	-0.052874
2777	-0.214557
2778	-0.102046
2779	0.118467
2780	0.180890
2781	0.166905
2782	-0.217327
2783	0.198405
2784	0.197394
2785	0.047714
2786	0.073151
2787	-0.039941
2788	0.024315
2789	-0.035152
2790	-0.178631
2791	0.202458
2792	0.154796
2793	-0.033193
2794	0.025545
2795	-0.124422
2796	-0.073296
2797	-0.008070
2798	-0.152354
2799	0.158634
2800	-0.165925
2801	-0.022497
2802	-0.242503
2803	0.098729
2804	0.148834
2805	0.005086
2806	0.234079
2807	-0.100720
2808	-0.007419
2809	0.026155
2810	-0.219195
2811	0.048892
2812	0.081896
2813	0.180367
2814	-0.033972
2815	-0.161150
2816	-0.169845
2817	0.132315
2818	0.190246
2819	-0.105139
2820	0.234817
2821	-0.083037
2822	-0.145469
2823	-0.043464
2824	0.182973
2825	0.245633
2826	-0.218465
2827	0.055589
2828	-0.023962
2829	0.273099
2830	-0.213473
2831	-0.024628
2832	-0.072105
2833	-0.141392
2834	0.019796
2835	-0.152387
2836	0.050994
2837	0.261523
2838	-0.113490
2839	0.064001
2840	-0.101201
2841	0.185151
2842	0.230773
2843	-0.066332
2844	0.128302
2845	0.020832
2846	-0.028076
2847	0.030225
2848	0.110002
2849	-0.206839
2850	-0.166723
2851	-0.105053
2852	-0.170157
2853	-0.034102
2854	-0.082032
2855	0.090524
2856	0.086418
2857	0.122114
2858	0.020940
2859	0.067113
2860	-0.024582
2861	-0.073924
2862	-0.020801
2863	0.006474
2864	-0.149084
2865	-0.203789
2866	0.054711
2867	0.056845
2868	0.163481
2869	0.079743
2870	0.128471
2871	-0.208369
2872	-0.174857
2873	0.103726
2874	0.174816
2875	-0.336627
2876	0.046656
2877	0.192153
2878	-0.414039
2879	-0.425811
2880	-0.188585
2881	0.134539
2882	0.001889
2883	0.012802
2884	-0.020614
2885	0.103902
2886	0.199320
2887	0.017275
2888	0.099655
2889	0.077264
2890	-0.074183
2891	0.143598
2892	0.185522
2893	-0.158307
2894	-0.103698
2895	0.155929
2896	0.006228
2897	0.179803
2898	0.140378
2899	0.020144
2900	0.201430
2901	0.093241
2902	-0.125549
2903	0.107793
2904	-0.060351
2905	0.162399
2906	-0.020507
2907	-0.012778
2908	0.049404
2909	-0.228972
2910	-0.252713
2911	0.167061
2912	-0.164255
2913	-0.099739
2914	0.106332
2915	-0.096695
2916	-0.039776
2917	-0.058828
2918	-0.141950
2919	0.124422
2920	0.121545
2921	0.124903
2922	0.225945
2923	-0.216541
2924	-0.097134
2925	0.001484
2926	0.004282
2927	-0.220254
2928	-0.045285
2929	-0.020851
2930	-0.185233
2931	0.186139
2932	-0.226372
2933	0.107385
2934	-0.193260
2935	0.204716
2936	0.162509
2937	0.054083
2938	-0.122749
2939	-0.039499
2940	0.019378
2941	0.102368
2942	0.172765
2943	-0.018184
2944	-0.096111
2945	-0.104657
2946	0.171945
2947	-0.197102
2948	-0.162979
2949	-0.044515
2950	-0.183995
2951	0.241719
2952	-0.100006
2953	0.209620
2954	0.172790
2955	-0.103057
2956	-0.065434
2957	-0.059621
2958	-0.167901
2959	0.265585
2960	-0.008101
2961	0.143289
2962	0.264232
2963	0.085782
2964	0.041257
2965	-0.157310
2966	-0.054748
2967	-0.048765
2968	0.029778
2969	0.137063
2970	-0.149074
2971	-0.239579
2972	-0.005868
2973	-0.055752
2974	0.080652
2975	-0.076794
2976	0.111187
2977	0.224458
2978	0.085480
2979	-0.161003
2980	-0.145390
2981	-0.077947
2982	-0.220575
2983	0.057630
2984	0.216643
2985	0.072698
2986	-0.193041
2987	0.115515
2988	-0.215143
2989	0.059130
2990	-0.646977
2991	0.464357
2992	0.445142
2993	0.053953
2994	-0.112863
2995	0.068205
2996	-0.076309
2997	-0.176589
2998	0.036935
2999	-0.140926
3000	-0.061814
3001	0.128824
3002	-0.221401
3003	0.211241
3004	-0.064264
3005	0.037160
3006	0.112166
3007	-0.054253
3008	-0.181334
3009	0.025601
3010	-0.019548
3011	0.167079
3012	0.212642
3013	-0.007492
3014	-0.173702
3015	-0.066503
3016	0.160228
3017	-0.113451
3018	-0.210056
3019	-0.034523
3020	0.229025
3021	0.102353
3022	-0.113159
3023	0.029579
3024	-0.101316
3025	-0.199197
3026	0.127289
3027	0.150555
3028	-0.160810
3029	-0.097724
3030	-0.030648
3031	-0.077787
3032	0.023350
3033	-0.061741
3034	0.055541
3035	0.152107
3036	-0.184721
3037	-0.027460
3038	0.102235
3039	-0.163146
3040	0.187549
3041	-0.104326
3042	0.202444
3043	-0.185383
3044	-0.162165
3045	-0.233479
3046	0.097238
3047	-0.034135
3048	0.093568
3049	0.046292
3050	0.034146
3051	0.216002
3052	0.068397
3053	-0.054746
3054	0.144750
3055	0.146381
3056	0.098815
3057	0.019542
3058	0.103386
3059	-0.155694
3060	-0.026213
3061	0.129062
3062	-0.131752
3063	-0.163492
3064	0.108237
3065	-0.023341
3066	-0.131590
3067	0.007707
3068	0.179513
3069	0.036046
3070	0.020739
3071	0.075805
3072	0.021221
3073	-0.263706
3074	-0.300508
3075	-0.107896
3076	0.115816
3077	-0.211258
3078	-0.171166
3079	0.101689
3080	-0.101535
3081	0.030780
3082	-0.233047
3083	-0.078672
3084	-0.192812
3085	0.131151
3086	-0.266366
3087	-0.120154
3088	0.069126
3089	0.137493
3090	0.077830
3091	-0.085867
3092	0.186726
3093	0.070263
3094	0.156664
3095	-0.025794
3096	-0.097985
3097	-0.049969
3098	-0.004557
3099	-0.168637
3100	-0.247853
3101	0.106543
3102	-0.211260
3103	0.122148
3104	-0.091732
3105	0.035208
3106	0.234970
3107	-0.135067
3108	0.031983
3109	0.104762
3110	-0.226637
3111	0.245485
3112	-0.240931
3113	0.206511
3114	0.144274
3115	0.148399
3116	0.203169
3117	0.172826
3118	0.187784
3119	0.146895
3120	-0.169668
3121	-0.055717
3122	-0.088524
3123	-0.116146
3124	0.195845
3125	0.236416
3126	0.247176
3127	-0.078294
3128	0.155771
3129	0.153555
3130	0.008993
3131	-0.170370
3132	-0.090595
3133	0.047807
3134	0.105803
3135	0.100659
3136	-0.020349
3137	-0.007000
3138	-0.141203
3139	-0.137537
3140	-0.241219
3141	0.227104
3142	0.015034
3143	0.224358
3144	-0.004264
3145	-0.022750
3146	-0.220563
3147	0.032883
3148	-0.207590
3149	0.214352
3150	-0.241416
3151	-0.170799
3152	-0.076085
3153	0.247098
3154	0.080566
3155	-0.158089
3156	-0.109213
3157	-0.230350
3158	-0.154111
3159	0.096822
3160	-0.059522
3161	-0.097083
3162	0.204972
3163	0.152642
3164	0.132065
3165	0.041024
3166	0.000022
3167	0.055595
3168	-0.075918
3169	0.055151
3170	-0.022670
3171	0.249471
3172	-0.160744
3173	0.095396
3174	0.130724
3175	-0.007417
3176	0.257836
3177	0.049646
3178	0.121660
3179	-0.151012
3180	0.182127
3181	0.179269
3182	-0.055057
3183	0.140530
3184	-0.195101
3185	-0.143833
3186	-0.111831
3187	-0.059469
3188	-0.099150
3189	0.044992
3190	-0.189032
3191	-0.018836
3192	-0.131003
3193	0.197361
3194	0.096140
3195	-0.035792
3196	0.264693
3197	0.199941
3198	-0.167481
3199	-0.150499
3200	0.077749
3201	-0.142683
3202	0.227615
3203	0.253180
3204	-0.158757
3205	0.072481
3206	0.024910
3207	0.051650
3208	0.099364
3209	0.148522
3210	0.190632
3211	-0.192013
3212	0.149392
3213	-0.080181
3214	-0.170265
3215	-0.175686
3216	0.016571
3217	0.149971
3218	-0.188500
3219	0.046433
3220	-0.020269
3221	-0.164297
3222	0.007531
3223	-0.159292
3224	0.148920
3225	-0.065774
3226	0.175997
3227	-0.230432
3228	0.205980
3229	-0.066795
3230	0.181224
3231	0.151635
3232	0.164585
3233	-0.162684
3234	-0.090051
3235	0.073075
3236	-0.235068
3237	0.252954
3238	0.138023
3239	0.227986
3240	-0.009081
3241	0.145284
3242	-0.004446
3243	-0.173149
3244	0.208052
3245	-0.212461
3246	-0.070870
3247	0.138151
3248	-0.097496
3249	-0.149032
3250	-0.153357
3251	0.039315
3252	-0.024021
3253	0.145006
3254	-0.167053
3255	0.089053
3256	-0.026088
3257	-0.181677
3258	-0.048256
3259	0.065575
3260	-0.188298
3261	-0.184697
3262	0.196832
3263	0.013291
3264	0.021495
3265	0.110207
3266	0.002435
3267	-0.001490
3268	-0.247584
3269	-0.221832
3270	0.066092
3271	0.119479
3272	0.189889
3273	-0.055414
3274	-0.026288
3275	0.029018
3276	0.060581
3277	0.151628
3278	0.257353
3279	0.113035
3280	-0.033410
3281	-0.100656
3282	0.198236
3283	-0.190516
3284	0.156340
3285	-0.078390
3286	0.103927
3287	-0.029489
3288	-0.147795
3289	-0.071719
3290	-0.010233
3291	-0.194749
3292	0.004519
3293	0.002687
3294	-0.181461
3295	-0.251144
3296	0.112986
3297	0.156163
3298	-0.025475
3299	0.055616
3300	-0.116951
3301	-0.091639
3302	0.013179
3303	-0.023877
3304	-0.116469
3305	-0.012460
3306	-0.129797
3307	0.197952
3308	-0.085045
3309	0.061274
3310	0.126395
3311	0.009184
3312	0.101024
3313	0.129461
3314	-0.029747
3315	0.084364
3316	-0.168488
3317	0.127042
3318	-0.131328
3319	-0.170451
3320	0.086169
3321	0.038275
3322	0.152404
3323	0.181237
3324	0.083371
3325	0.147752
3326	-0.234376
3327	-0.056815
3328	0.154935
3329	0.019327
3330	-0.123953
3331	0.133301
3332	0.099250
3333	-0.244013
3334	-0.224633
3335	0.073664
3336	-0.239716
3337	-0.044146
3338	0.004429
3339	-0.059825
3340	-0.162271
3341	-0.159889
3342	-0.239512
3343	0.024171
3344	0.142403
3345	0.184188
3346	0.045846
3347	0.086714
3348	0.111590
3349	-0.034447
3350	-0.162815
3351	0.102681
3352	0.222533
3353	0.204739
3354	-0.002558
3355	0.222753
3356	0.179453
3357	-0.158443
3358	0.141368
3359	-0.023563
3360	0.024132
3361	-0.088010
3362	-0.175285
3363	0.250766
3364	0.030918
3365	-0.137711
3366	-0.179744
3367	-0.050551
3368	0.222513
3369	0.223673
3370	-0.051838
3371	-0.096089
3372	-0.025516
3373	0.002859
3374	-0.133743
3375	-0.079810
3376	-0.229437
3377	0.162798
3378	0.126406
3379	0.081920
3380	0.043949
3381	-0.229310
3382	-0.200566
3383	0.013318
3384	-0.122648
3385	-0.098801
3386	0.042315
3387	0.151594
3388	-0.224982
3389	-0.017658
3390	0.066970
3391	-0.212375
3392	0.139623
3393	-0.118303
3394	-0.116979
3395	0.003623
3396	-0.241998
3397	0.150738
3398	-0.170454
3399	-0.152846
3400	0.062254
3401	-0.131878
3402	-0.014610
3403	-0.176868
3404	0.158146
3405	-0.040747
3406	-0.107475
3407	0.084267
3408	-0.105894
3409	0.211588
3410	0.137256
